$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,<$Cost,<$Score,<$Idle
0.19603,1.25435,3.9636,0.77304,81.77365,8.58244,1.04428,0.30299,17.12712,665.718207703,9999999999.06,0.0
0.11618,1.16069,5.80536,0.68383,88.27089,4.62366,1.31668,0.68821,14.82925,655.145060902,9999999999.03,0.0
0.17684,1.10588,3.04408,0.88096,85.07518,5.08342,0.919,0.39349,11.98835,179.792945251,9999999999.03,0.166666666667
0.19753,0.87189,6.40383,0.8007,93.37658,4.21871,1.22609,4.6722,18.24896,487.631176898,9999999999.05,0.113636363636
0.144,0.88045,2.10585,0.69847,84.75264,1.69688,1.44215,0.62668,17.84319,175.240573593,9999999999.01,0.0
0.17153,0.83119,3.74812,0.74577,95.09066,4.18987,1.25672,1.61848,11.38461,351.675823327,9999999999.07,0.594202898551
0.12781,0.87728,6.50704,0.61144,86.16474,8.87091,1.6883,3.60614,13.82128,540.880058341,9999999999.06,0.0
0.16247,0.87763,5.64526,0.85517,87.89198,3.88676,1.42177,0.66843,17.45152,417.757844278,9999999999.04,0.259259259259
0.14442,0.96273,2.84118,0.70778,97.09756,5.04614,1.76723,2.54039,11.28165,266.017297124,9999999999.09,0.406779661017
0.11017,1.00323,3.6483,0.8643,93.2216,2.12251,0.81608,2.19303,17.42121,191.233835288,9999999999.01,0.0
0.17737,1.22092,6.95665,0.83595,84.99226,8.16032,1.37107,1.33207,14.56964,818.777653687,9999999999.06,0.0
0.18205,1.00394,4.51771,0.82093,95.85311,8.98601,0.03957,0.22648,12.68401,338.494479819,9999999999.1,0.0
0.15014,0.8993,6.59448,0.77554,97.48146,6.47038,1.56045,3.93547,11.65844,586.425180965,9999999999.04,0.0
0.11646,1.14099,2.72764,0.9075,92.64377,1.02278,1.20052,3.6595,17.72726,277.192385048,9999999999.01,0.463768115942
0.12533,1.04131,4.84263,0.68174,81.56945,8.3411,1.635,0.85821,19.22796,516.761053096,9999999999.11,0.233333333333
0.11683,1.02648,3.88585,0.91253,96.14567,4.0629,1.65475,1.51296,14.16117,335.307910801,9999999999.03,0.254237288136
0.13438,1.13065,7.77651,0.78694,82.54442,9.63955,0.86764,4.10156,12.8839,609.666287487,9999999999.07,0.0
0.17339,1.2454,5.56329,0.62371,87.75454,8.94179,1.7927,3.29728,19.68512,747.18152519,9999999999.16,0.397590361446
0.19463,1.07678,2.24244,0.63418,82.51499,1.98636,0.194,0.29084,12.43544,87.5324794911,9999999999.05,0.4
0.17515,1.04488,2.05325,0.90212,94.50282,8.86916,1.20197,2.46332,19.60488,233.080702561,9999999999.11,0.244444444444
0.1583,1.14147,2.24356,0.70589,85.11476,9.25858,0.83121,0.60157,12.73891,135.338155273,9999999999.2,0.416666666667
0.19043,0.89522,4.32598,0.90087,98.89843,5.65234,1.13965,2.73209,17.85629,352.212190481,9999999999.09,0.321428571429
0.12449,1.15099,5.44085,0.73475,98.09596,2.45942,0.86983,2.05842,13.01336,389.304461093,9999999999.03,0.166666666667
0.12856,1.03203,6.40322,0.70209,89.42464,4.99484,1.50535,1.44663,12.81257,512.979408892,9999999999.04,0.209302325581
0.13864,1.09798,6.20535,0.86877,83.73621,7.03171,0.50511,3.95545,18.05945,482.690405051,9999999999.02,0.0
0.18269,1.09981,2.28468,0.79545,83.16437,6.97949,0.56206,1.90001,18.73595,149.117494824,9999999999.07,0.392857142857
0.14303,1.07942,3.802,0.9147,88.45039,2.11882,0.07781,0.53251,14.38887,252.143285044,9999999999.02,0.333333333333
0.1491,1.17479,5.36723,0.9467,98.20005,5.75338,0.65518,3.04125,14.87482,576.409223867,9999999999.02,0.0
0.16904,0.86718,2.81963,0.83917,89.78372,2.63355,1.66838,0.25202,13.49354,231.25354718,9999999999.04,0.238805970149
0.17683,1.00654,5.27607,0.60406,81.79788,7.39072,0.4283,0.0172,13.9191,294.895901306,9999999999.08,0.4
0.10089,1.04056,6.78754,0.74458,87.22887,7.43117,0.271,2.09425,14.51615,395.149535128,9999999999.1,0.588235294118
0.18945,1.09371,3.18216,0.77909,87.37575,7.34455,0.53734,2.31307,12.53412,191.650292581,9999999999.1,0.25
0.13426,1.0553,2.77501,0.87689,96.03399,2.34923,0.49031,1.79611,19.9438,122.246430505,9999999999.01,0.0
0.14904,1.00677,6.97368,0.71013,82.69102,2.10233,1.38266,1.11024,10.85182,536.903061043,9999999999.03,0.537037037037
0.11197,1.04358,4.68326,0.90105,93.77515,7.64426,0.08338,4.12712,13.98923,327.192800513,9999999999.05,0.0
0.14731,0.83435,7.67515,0.89434,87.59421,6.76155,1.5559,2.95982,10.92781,532.68882999,9999999999.06,0.222222222222
0.12004,0.85997,3.55669,0.69975,90.8273,5.27135,0.46057,4.49701,15.13361,170.415928367,9999999999.04,0.0
0.14987,1.07166,4.64653,0.79963,85.20758,2.79471,1.63356,1.61567,12.08237,487.084592864,9999999999.05,0.441176470588
0.14233,1.07001,2.99909,0.93466,90.97368,9.37,1.80748,1.77417,14.47357,356.436008637,9999999999.09,0.125
0.17106,1.20165,6.57807,0.73236,81.32499,4.89399,1.09004,1.99647,17.75381,873.495037435,9999999999.07,0.354838709677
0.1012,1.19229,4.06956,0.67449,87.9351,7.49016,1.74771,0.65091,15.51952,527.937211332,9999999999.04,0.0810810810811
0.16154,0.83595,3.43698,0.63969,86.29047,3.32345,0.75525,2.94559,15.2615,151.853694436,9999999999.02,0.416666666667
0.15411,1.10775,3.09952,0.86808,81.63289,2.08766,1.29398,1.07939,17.61058,334.261567548,9999999999.03,0.455882352941
0.11564,1.15574,7.75498,0.89006,86.72399,6.67401,1.38561,4.02887,15.0207,809.484941953,9999999999.03,0.0
0.11711,0.90384,3.79497,0.69481,97.41002,6.75511,0.29981,3.92808,19.02657,170.266431689,9999999999.12,0.4
0.16349,0.98113,7.63796,0.76292,95.95482,8.90309,1.26012,4.94106,10.64769,604.161743528,9999999999.15,0.407894736842
0.19221,0.8712,6.63047,0.61932,80.02522,2.81244,1.20256,4.24176,19.61393,465.860989644,9999999999.05,0.0
0.16741,0.96109,3.2123,0.63411,83.37011,4.69656,1.22309,3.06336,15.47623,243.508801459,9999999999.05,0.349206349206
0.13401,0.90184,2.4278,0.91507,93.39465,3.67746,1.97644,0.31817,14.4869,224.062483955,9999999999.04,0.152173913043
0.1721,0.88413,6.47711,0.7061,82.58629,2.92239,0.40245,0.258,13.4573,314.250534967,9999999999.06,0.428571428571
0.11281,0.95403,3.21217,0.66155,87.96244,5.2664,1.68305,2.58266,17.72388,308.814902718,9999999999.05,0.34
0.12834,1.12115,3.83004,0.8898,87.51646,4.63263,1.13791,4.95282,12.79996,420.007300694,9999999999.07,0.386666666667
0.17334,1.11402,6.91697,0.90783,82.38081,4.3667,0.09535,1.66551,19.69773,577.263367851,9999999999.08,0.368421052632
0.11593,1.19192,5.32653,0.88608,84.06581,7.88085,0.65247,3.02183,15.23499,551.918745488,9999999999.04,0.0
0.15515,1.02781,4.04111,0.72121,97.32037,6.32599,0.21144,3.65909,17.9138,319.797485517,9999999999.09,0.363636363636
0.17505,1.16157,5.61074,0.66106,87.42478,8.29949,0.0824,3.70042,10.08744,497.685168839,9999999999.15,0.578947368421
0.14534,1.21257,7.3822,0.93644,98.22327,5.21908,1.50632,0.95766,18.5886,1013.92671127,9999999999.07,0.210526315789
