$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,<$Effort,<$Months,<$Defects,<$Risks
4.24254,1.0,1.25187,1.07862,2.24058,0.96814,3.87332,1.15153,0.95024,3.78226,4.74664,1.01913,2.35268,0.82021,1.09,1.07124,1.00423,1.03266,5.53786,1.00035,0.92514,868.21044,1.05574,4.88207,1.114,1.86355,0.97068,5567.39578205,51.987747238,173099.724344,2.68096514745
2.92194,1.0,1.70464,1.18468,5.13036,0.74483,1.5205,1.06402,0.96834,3.09109,5.93542,0.83702,4.94565,0.97496,1.09,1.10059,1.03471,1.14536,5.70232,0.91601,0.77374,748.95276,1.1126,5.68005,1.20598,5.03465,0.99541,1081.31625789,25.4504480533,13067.5733437,1.87667560322
1.9416,1.0,1.50083,0.97803,6.62591,0.90338,2.51315,1.19594,0.91894,5.68765,6.00383,0.98912,2.32321,1.08364,1.09,1.04003,1.03889,1.0523,9.51178,1.15612,0.88805,326.5286,1.04655,1.26178,1.16724,1.74816,0.89246,495.007361963,24.7969337306,1773.08947054,0.0
5.4757,1.0,1.42036,1.15984,6.51201,0.7434,5.69641,1.03703,0.90561,6.02185,5.09468,1.08115,2.17611,0.88018,1.09,1.04058,1.01379,0.8693,3.88846,1.12114,0.78815,387.94542,0.96164,4.62911,0.98052,4.09929,1.25955,634.797192687,36.9626904886,959.654199847,1.07238605898
5.75851,1.0,1.29241,0.82619,1.5181,0.84395,1.10765,1.18683,0.98749,4.93824,6.06113,1.11984,2.93569,1.18736,1.09,1.03426,1.03374,0.98493,7.94493,1.06475,0.85158,512.96175,1.15142,1.64906,0.9971,4.69387,1.29311,1466.36900374,47.4248937451,12119.0570948,2.68096514745
1.21159,1.0,1.40208,1.13986,2.40654,0.88088,3.32958,1.18643,0.97258,5.12363,5.38409,0.84838,1.8175,1.15999,1.09,1.03118,1.01491,0.97489,7.66351,1.05392,0.82409,263.55226,1.05158,5.73386,1.02055,1.93679,1.10052,2343.2694524,28.8574937105,10978.2086165,8.3109919571
1.64471,1.0,1.43589,1.1655,1.48783,0.87772,2.95082,1.21266,0.9905,4.03451,6.16803,0.98707,1.24089,1.22511,1.09,1.01875,1.01667,1.14548,5.1487,1.16716,0.86893,725.39011,1.16166,1.87211,1.19685,1.02652,1.02144,3996.95276597,62.539730492,14496.8062652,0.0
5.90572,1.0,1.34022,1.01093,3.30352,0.83578,5.11865,1.16893,0.90811,5.1984,5.14739,1.07948,3.46901,1.25281,1.09,1.06121,1.02036,1.19773,3.51119,1.05529,0.7896,268.34341,0.93175,2.26658,1.04183,3.35169,1.08207,4823.08872173,70.0853470405,63992.7310192,0.0
5.91321,1.0,1.59157,0.94266,2.44225,0.73639,1.0457,1.16513,0.90437,2.54065,4.94773,0.93738,2.88281,0.8454,1.09,1.06597,1.01108,0.82478,9.18393,1.16424,0.89181,468.89135,0.97255,2.65841,1.05425,3.3877,0.965,2877.74269182,29.9972509395,30474.9738877,8.8471849866
5.99261,1.0,1.39976,0.92219,3.21133,0.97746,4.16032,1.00105,0.9176,4.50842,4.93678,1.03077,3.0011,0.84686,1.09,1.09966,1.0173,1.14591,5.02198,0.98746,0.89593,620.05689,1.17231,3.05188,1.19855,4.03309,1.25536,887.777095736,40.3916525165,4560.7332939,1.60857908847
1.8589,1.0,1.02863,1.17101,2.35338,0.71907,5.06006,1.1895,0.98111,3.07881,5.78773,1.15973,3.44203,1.28476,1.09,1.05456,1.00104,0.89361,7.99523,1.11443,0.85612,845.18554,1.14547,2.00395,1.19578,3.71284,0.91187,4518.89389856,33.3620983424,30750.8056781,6.97050938338
3.30639,1.0,1.56573,0.97035,2.53971,0.9546,4.27589,1.19131,0.95877,4.05374,4.74824,0.93214,3.76956,1.2343,1.09,1.06017,1.02988,1.06974,7.14331,1.05323,0.80174,779.69988,1.09327,5.94661,0.99753,3.251,1.16696,2879.50030028,42.6614962018,21963.1495677,0.536193029491
2.85623,1.0,1.71037,0.89533,6.08677,0.74534,4.33198,1.2283,0.99101,4.14979,5.2198,0.82055,1.05738,1.28449,1.09,1.05243,1.04051,1.11819,4.75836,1.10697,0.84507,790.61147,0.99292,2.68239,1.05735,3.01856,1.27636,5098.28947164,52.9588153595,46961.3323938,0.536193029491
1.83893,1.0,1.39225,0.95588,5.61859,0.75596,4.25096,1.02249,0.98703,2.02599,5.89719,0.96027,4.90864,0.82423,1.09,1.10976,1.03703,1.08619,9.62269,1.12241,0.99258,400.89701,0.94728,3.89154,1.17335,2.25424,0.9886,1465.24359668,46.8010988671,2271.15840451,0.536193029491
4.03223,1.0,1.4646,1.10179,2.5925,0.94157,2.39376,1.145,0.98762,2.96609,4.73482,0.83078,4.51899,1.12407,1.09,1.09681,1.00368,0.93206,3.24388,1.16302,0.94814,403.53855,1.16027,4.83674,1.08859,2.30909,1.11734,3392.47877422,43.248561819,70515.8760612,1.07238605898
2.51569,1.0,1.02393,0.98694,2.14059,0.9493,2.98586,1.12635,0.94893,3.75722,5.53287,1.03747,1.39853,1.23368,1.09,1.0074,1.02645,0.94279,3.9526,0.94194,0.98084,264.23601,1.09032,5.7486,1.07617,2.18438,0.98157,6338.47227121,36.1105816357,14498.6212041,5.09383378016
2.65586,1.0,1.09279,1.06393,5.04581,0.7138,1.16293,1.22272,0.98394,3.47722,5.75559,1.17827,2.90826,1.13951,1.09,1.03867,1.02885,1.22361,8.1843,1.10469,0.98265,58.38124,1.00157,5.29125,1.13525,4.37379,0.96682,2981.34015098,57.5664290446,33743.4469393,2.41286863271
1.97234,1.0,1.71749,0.95512,6.14082,0.99163,2.25529,1.05307,0.91272,5.05178,5.4365,1.18691,3.64349,0.93117,1.09,1.08688,1.04018,1.05424,8.84117,1.08894,0.87245,188.78344,1.11205,1.8562,1.14461,4.59013,0.95314,6311.33121189,52.6557674874,18955.0243632,1.60857908847
4.22771,1.0,1.5089,0.8994,6.9783,0.91838,4.08792,1.16027,0.98564,4.9822,4.78326,1.13947,1.2638,1.25058,1.09,1.0245,1.0144,0.86323,5.86672,1.03181,0.97707,369.83637,1.1046,2.91684,1.0305,1.97802,1.25872,1398.29306899,33.5864317993,14469.5660387,1.60857908847
1.69631,1.0,1.08995,1.12145,1.41436,0.88377,1.24257,1.25444,0.98066,3.38527,5.50074,1.06793,2.527,1.10252,1.09,1.09582,1.03409,1.18392,9.57862,1.13526,0.8615,275.92413,1.1303,1.85747,1.11575,4.92066,1.20759,1061.05998103,27.2811237597,35042.0477664,2.14477211796
4.70932,1.0,1.72896,0.97128,1.68408,0.75248,4.29137,1.13294,0.9094,3.53303,5.49951,1.01784,3.12894,0.96554,1.09,1.00763,1.04142,0.9577,5.2651,0.956,0.83162,126.31568,1.02726,5.78527,1.03128,4.93299,0.87795,758.604470417,28.5525410804,17434.1954472,2.68096514745
5.24407,1.0,1.59756,0.96591,4.32715,0.77121,5.13276,1.07959,0.98851,1.43773,5.94212,1.20437,2.17531,1.18533,1.09,1.07793,1.04722,1.17595,6.76571,0.97348,0.92833,231.82513,0.97753,2.93598,1.09621,2.62286,0.99516,1920.45078453,37.2394904598,10579.0967212,2.14477211796
1.05772,1.0,1.02795,1.13814,2.31163,0.94602,5.44489,1.18244,0.96002,1.82511,5.89724,0.95349,1.41778,1.23626,1.09,1.04542,1.03777,1.04891,5.72562,0.9569,0.81542,223.9702,1.02009,3.83815,1.06193,3.77253,1.29868,796.685461586,21.9543561246,7850.17933403,7.50670241287
1.69551,1.0,1.50593,0.93235,1.51263,0.83964,3.44929,1.17427,0.92094,5.3637,5.82885,0.97689,2.62032,0.99374,1.09,1.0627,1.01962,1.16419,7.70981,1.18549,0.86498,692.85221,1.19104,5.641,1.12932,2.71429,1.20903,4614.81971738,46.7290701231,11668.9087344,1.07238605898
3.11634,1.0,1.4513,1.15512,3.62785,0.74526,2.8595,1.2507,0.90251,6.18388,5.09839,0.97043,3.14745,1.19611,1.09,1.09437,1.01106,0.85392,6.19805,1.17781,0.92871,910.94845,0.96534,4.32134,1.11184,4.06768,0.91475,1262.3139787,46.1492335011,4799.42318959,1.60857908847
2.59038,1.0,1.35138,1.03283,4.59698,0.98746,3.40749,1.00064,0.91002,1.69469,5.75605,1.10915,2.67381,1.25205,1.09,1.08548,1.01547,0.8525,5.64517,1.11527,0.82583,651.45438,1.02434,2.47409,1.00528,2.7208,0.9082,3094.31567945,41.4266298961,14015.4052061,2.41286863271
4.76503,1.0,1.42754,1.13786,2.77483,0.94207,3.23791,1.25703,0.90286,1.47774,6.07151,1.15659,3.16814,0.828,1.09,1.095,1.03193,1.01433,4.75738,1.16496,0.822,97.29577,1.09721,4.71607,1.16004,4.43791,0.99901,2499.74490944,40.0858015276,5585.22415609,2.14477211796
1.73853,1.0,1.00628,1.01393,5.03967,0.72983,2.54927,1.011,0.99937,4.79298,4.7557,1.18824,3.45404,0.87236,1.09,1.05692,1.02076,0.86386,6.51183,1.06925,0.9206,74.03876,1.09642,2.74531,1.10245,1.36244,1.2762,2642.79962578,29.545328996,7117.47663664,1.60857908847
4.81678,1.0,1.27929,1.20853,4.6258,0.83354,1.96125,1.15261,0.92666,6.09926,5.93607,1.01283,2.39096,1.10885,1.09,1.03317,1.00304,0.97767,5.18749,0.95415,0.76574,6.26422,1.19354,3.64404,1.11669,1.37075,1.25103,1023.72877503,41.5733143432,629.524045111,0.0
1.19266,1.0,1.38868,1.21583,1.88894,0.93494,2.40839,1.24952,0.96039,6.07274,6.05326,0.85966,2.21339,0.99815,1.09,1.01416,1.04837,1.22373,3.42489,1.13986,0.99031,203.51451,0.98339,3.89537,1.0409,5.21919,1.15742,1338.27567302,31.3555332352,3609.07634216,0.536193029491
5.12253,1.0,1.56454,1.03681,2.91889,0.974,4.00416,1.13948,0.99424,3.39214,5.95396,0.86423,2.85271,1.00382,1.09,1.04275,1.00665,1.21931,5.9145,1.05737,0.82831,517.75102,0.97245,2.0553,0.9514,5.21864,0.92448,1018.06302531,42.6072979505,3931.70794878,0.804289544236
3.3543,1.0,1.42028,0.99856,2.61346,0.75349,1.78661,1.24597,0.92261,3.26188,5.87069,0.89896,1.26265,1.0075,1.09,1.08143,1.02388,0.96212,6.33407,0.95222,0.82887,136.37722,0.91132,2.38615,0.96654,4.55891,1.2426,2891.6865371,30.0465916512,21447.4336208,5.09383378016
3.0872,1.0,1.24429,0.87238,6.05082,0.87276,5.95612,1.00086,0.96435,2.96611,6.03501,1.16861,1.89304,1.28444,1.09,1.09019,1.0414,1.17793,7.84481,1.16921,0.86969,590.2655,1.12132,4.40572,1.18068,3.61177,1.05057,1017.85807604,25.6201492744,3973.56473965,1.07238605898
5.16561,1.0,1.65229,0.81108,5.14724,0.86687,3.45257,1.13093,0.93674,1.73539,5.85239,0.95662,3.06662,1.26968,1.09,1.08612,1.00086,0.95025,5.49312,1.01933,0.84246,387.46627,1.10595,4.35613,1.10645,3.49253,1.23049,587.803480586,34.7762471237,3241.37871951,2.9490616622
1.85665,1.0,1.57564,0.87909,6.94475,0.85682,3.89671,1.1979,0.98954,1.29269,5.82818,0.99972,1.42801,0.87386,1.09,1.06506,1.02527,1.04339,3.92155,0.98236,0.96009,616.02895,1.19464,4.69499,1.14383,5.45844,0.89611,3570.45204725,58.4872078701,22048.7010108,1.60857908847
3.09921,1.0,1.02205,1.0598,2.61502,0.92571,1.88742,1.1471,0.96856,1.85873,4.92292,1.08018,3.50122,0.9323,1.09,1.04931,1.04314,1.19861,6.01466,0.92994,0.88287,324.90017,1.1651,5.86792,1.17417,3.36193,1.07029,2066.18888843,26.4218947221,4924.73127695,2.68096514745
5.1661,1.0,1.07265,0.92534,6.19287,0.79203,1.97643,1.01824,0.9858,5.36214,5.05143,1.14196,2.28771,1.04729,1.09,1.08546,1.02986,1.15687,4.2791,0.9336,0.99764,357.4141,1.08718,3.57127,1.04795,1.79695,0.90968,2751.69194024,40.1882233032,42654.7567293,2.14477211796
4.27588,1.0,1.06271,1.21295,3.0156,0.96498,2.53822,1.11175,0.94645,3.42419,5.55761,0.9585,2.16245,0.82482,1.09,1.04766,1.00802,1.11689,3.96225,1.18767,0.97254,217.34824,0.97917,2.04327,1.05864,1.36905,1.01801,4191.784093,66.1308873282,133222.349839,1.34048257373
3.91731,1.0,1.38715,1.05144,3.5835,0.94092,2.96762,1.15192,0.90096,3.26204,5.52535,0.88227,3.93769,1.14281,1.09,1.09931,1.03916,0.82857,4.96717,0.96487,0.7881,33.13812,1.19652,5.77851,1.02817,1.15151,1.03777,1720.769135,29.7846278703,12746.4299677,2.9490616622
5.09626,1.0,1.02005,1.09933,1.61813,0.77574,5.91469,1.16052,0.99434,1.85973,5.16843,0.89746,2.90571,0.9619,1.09,1.05688,1.01578,1.17132,8.09722,1.11998,0.97472,348.10341,0.92145,2.61459,1.10894,5.01207,1.13661,1719.26848698,47.5249727097,14309.994854,2.68096514745
4.6606,1.0,1.16432,1.21501,3.68479,0.79618,4.74166,1.11207,0.99338,1.75393,5.21067,1.02236,4.12123,1.2089,1.09,1.01194,1.00803,1.16271,3.23245,0.95853,0.91556,374.23154,0.97308,3.19456,1.11867,2.20032,1.10888,25.9351236753,7.13761660126,773.779636623,4.28954423592
1.79786,1.0,1.13304,0.82629,4.84959,0.83033,4.60581,1.01536,0.90893,1.50497,6.10451,0.92313,2.43486,1.0434,1.09,1.02307,1.04628,0.98089,3.54752,1.09001,0.99501,211.11052,1.11172,5.45888,1.06457,1.50259,1.08849,2471.93025909,31.7658707698,23203.6063443,1.87667560322
4.07773,1.0,1.26342,1.19175,6.58542,0.93875,4.53494,1.04808,0.9729,3.07579,5.70719,1.07529,4.10704,0.86433,1.09,1.01973,1.02432,0.89882,4.2988,0.99151,0.9138,122.49358,1.11983,4.88704,1.23856,4.97083,0.88349,12868.8910846,48.5290724354,88081.5525359,8.3109919571
5.73499,1.0,1.15133,1.10504,2.10376,0.82836,4.44985,1.18207,0.97102,3.72373,4.853,0.92658,4.22852,1.10127,1.09,1.08734,1.00415,1.11427,5.14717,0.94823,0.82591,865.78287,0.97248,5.13172,1.17169,3.32151,0.9338,934.298317303,20.4404670307,24642.1735924,4.82573726542
2.15441,1.0,1.12496,1.20718,5.55936,0.86087,5.52954,1.074,0.9608,5.10422,5.00342,1.16342,4.91183,1.26216,1.09,1.07563,1.0169,0.83037,5.97502,1.02253,0.94296,207.9745,1.19329,1.24094,1.0474,3.06304,1.00261,5095.61072311,40.8080964326,62252.9626822,2.68096514745
3.92866,1.0,1.1307,1.14186,2.73261,0.7672,5.86173,1.25436,0.91129,5.91246,5.70009,1.04061,1.88627,1.14704,1.09,1.06787,1.00077,1.04116,5.21777,1.13364,0.8216,197.40395,0.98405,2.292,1.01557,3.13125,0.93506,2110.78467449,49.5652422117,16411.0362769,3.48525469169
1.23601,1.0,1.20709,1.20087,2.27729,0.99431,5.00465,1.20629,0.92556,3.44384,5.76093,1.15068,2.2778,1.09004,1.09,1.00721,1.00936,1.21727,8.38124,0.96691,0.92258,222.62516,1.07951,2.19567,1.17287,3.63659,1.08844,740.98018796,39.7928562147,6534.9513328,2.14477211796
3.41282,1.0,1.49181,1.1634,4.73899,0.99248,3.829,1.2021,0.93441,1.76449,4.73099,1.17281,4.75678,1.07826,1.09,1.04463,1.03861,0.92641,6.65652,0.93776,0.91297,667.98026,1.03669,1.43695,1.11835,1.55921,0.90493,4156.11776893,31.5446382513,57402.2143246,3.75335120643
2.98119,1.0,1.28973,0.81417,5.07806,0.9099,3.36877,1.207,0.9196,5.85275,5.4992,0.97596,2.18509,1.10235,1.09,1.10161,1.02914,1.13976,5.39252,1.00425,0.8788,431.19494,1.13891,4.05711,1.18393,3.3599,1.04378,276.765868385,28.4394450301,2433.36912892,2.14477211796
5.07558,1.0,1.58188,1.09699,5.68945,0.86561,3.54847,1.0269,0.97637,3.4004,6.18701,0.93241,1.67206,1.28033,1.09,1.01674,1.01374,0.84223,7.87689,0.96711,0.9789,974.93408,1.10671,3.13916,1.08284,2.74913,1.06375,2080.37793046,52.9975231881,11603.0752064,2.9490616622
5.96894,1.0,1.21602,0.97457,5.2942,0.74961,3.21957,1.1501,0.93747,4.83608,5.40553,1.105,2.93794,0.86669,1.09,1.02984,1.02973,1.22181,6.85693,0.97965,0.80146,456.35074,1.12909,4.97374,1.20672,3.75613,1.09159,259.57381844,20.6316515385,6076.56252391,1.34048257373
2.70495,1.0,1.58388,1.19762,4.22244,0.94614,1.8269,1.03361,0.94487,3.59027,5.96967,0.83196,3.97875,1.11574,1.09,1.01026,1.0351,0.99879,4.48503,0.92811,0.96843,918.72168,0.91329,5.08938,1.05191,3.31002,0.96193,1607.13619014,27.4367630071,10483.0341442,1.34048257373
2.21848,1.0,1.23074,0.85463,5.43044,0.79724,5.03291,1.23205,0.94704,3.63041,5.64888,0.8774,2.19733,1.07555,1.09,1.10963,1.04975,1.0018,6.7742,1.06541,0.97316,265.58213,1.07484,3.8806,0.96147,1.19416,1.04918,2783.65035312,32.919792684,14000.0729835,0.536193029491
3.8499,1.0,1.21482,1.11665,4.23798,0.74144,2.61555,1.18816,0.9225,6.07843,4.83474,1.18636,3.31506,0.98207,1.09,1.03804,1.00496,0.83883,5.00417,1.00459,0.81873,885.23322,1.09321,5.70969,1.23942,2.12254,1.11979,970.888259749,24.3313728668,1272.99964507,3.48525469169
3.83439,1.0,1.19119,0.97191,3.90749,0.9876,2.78264,1.04193,0.93033,3.56115,4.82731,0.95549,2.16904,0.83428,1.09,1.00178,1.00725,1.21049,9.51891,1.02205,0.90563,531.37642,1.15801,2.45197,1.15596,4.49557,1.1793,1350.17373926,24.0699354134,5102.99588941,2.9490616622
2.57858,1.0,1.58219,0.91385,1.57046,0.7793,1.5496,1.00938,0.90836,3.9409,5.00739,1.02643,1.87853,1.05239,1.09,1.0274,1.04052,1.12024,4.8668,1.16079,0.91571,256.56967,1.15185,2.39431,1.08841,2.75687,0.88228,1190.10286967,32.4162001947,14561.4832356,2.14477211796
1.02586,1.0,1.69674,0.99676,5.83479,0.78344,1.39878,1.233,0.97054,5.47427,5.85499,0.87838,1.97592,0.86879,1.09,1.01665,1.03966,0.90976,6.20233,0.94183,0.81042,973.31572,1.11831,3.20198,1.2073,3.63479,1.15422,744.953523759,19.5482648552,2352.51373214,6.97050938338
3.51051,1.0,1.29378,1.13271,6.51815,0.84592,1.66223,1.08634,0.98537,2.15137,4.97657,1.07424,2.57231,1.0774,1.09,1.06026,1.01962,0.9287,7.27346,0.97671,0.86302,782.899,1.0697,2.68857,1.2232,4.39844,0.8822,2640.50483285,28.8440239885,6344.24437631,2.68096514745
1.32819,1.0,1.70925,1.07359,6.65347,0.77781,2.96155,1.17003,0.98157,4.4789,5.45702,0.93368,1.53821,1.25443,1.09,1.10043,1.03409,0.83599,9.86325,0.94365,0.8682,993.1472,0.94994,3.2549,1.00806,2.6199,1.289,2171.35991986,27.3723737023,65353.9492569,9.38337801609
3.1556,1.0,1.59863,0.99432,3.37549,0.97723,2.37828,1.16663,0.91035,5.10471,5.46525,1.06757,4.76771,0.90607,1.09,1.02153,1.04799,1.07559,4.88325,1.08817,0.84803,807.37386,1.15732,1.11874,1.17523,2.75835,0.91643,772.109085053,28.8277141448,10073.4120903,2.41286863271
3.83756,1.0,1.31418,0.95525,2.40226,0.95113,1.9211,1.08727,0.95439,3.0836,5.78986,0.88762,2.54192,1.17475,1.09,1.08207,1.0248,0.94294,3.0772,1.15871,0.77902,245.03537,1.06039,3.02341,1.03975,4.74097,1.08556,1829.16687573,35.8698473402,20419.2921788,2.9490616622
5.0347,1.0,1.09107,1.20395,1.90505,0.80488,4.32059,1.13115,0.9935,2.8187,5.03793,0.90643,3.23793,0.90537,1.09,1.08118,1.00234,1.134,7.82381,0.96123,0.98781,380.52952,1.01836,5.66037,1.21507,1.43627,1.01471,2144.22839853,26.1796631745,32790.7180259,5.63002680965
5.35613,1.0,1.50365,0.93884,3.92053,0.73029,4.05793,1.04009,0.99891,6.15493,5.5171,1.01477,4.85835,1.14,1.09,1.01042,1.03403,0.9821,4.04445,0.93981,0.98101,930.4357,0.96008,3.66663,1.13462,4.65907,1.11399,928.067074986,42.0337463198,3345.90909068,2.9490616622
2.81885,1.0,1.16906,0.84797,3.68645,0.84961,1.00675,1.20482,0.95293,3.1248,5.96769,1.18871,3.61396,0.96429,1.09,1.0112,1.00621,1.14071,7.84625,1.06577,0.9426,118.45869,0.93975,5.90783,1.02932,5.14616,0.92249,2497.51806258,31.9391820358,36680.5744669,2.9490616622
3.44688,1.0,1.1137,0.96451,4.49535,0.88518,2.12524,1.04958,0.93928,2.95056,5.51445,0.86974,2.52551,0.8501,1.09,1.08498,1.04946,0.86978,9.16625,1.1837,0.78844,890.62841,1.17025,2.61352,0.97274,1.62028,0.92534,3259.39402597,34.0780644864,17239.6139701,2.41286863271
3.94358,1.0,1.57379,1.14451,4.29657,0.83853,3.18888,1.15603,0.95631,3.22691,5.88944,1.20923,2.80217,1.0149,1.09,1.09862,1.02136,1.16407,4.58526,1.05103,0.79237,388.09508,1.19392,5.72195,1.21316,3.71772,1.13961,1208.33041475,32.2306890484,10581.5902352,2.14477211796
1.399,1.0,1.3518,1.21478,7.00071,0.73414,4.83842,1.11974,0.96807,3.86542,4.86027,1.10899,2.45454,1.17958,1.09,1.02171,1.0407,1.10667,6.47071,0.99716,0.82617,634.44692,1.05625,3.00372,1.21144,2.07034,1.19159,535.097689547,25.1403880946,8105.95754699,2.68096514745
5.80659,1.0,1.49069,0.91319,3.52897,0.74252,5.68897,1.08158,0.97001,1.74808,4.73246,1.11198,4.83353,1.17154,1.09,1.0112,1.00901,1.19216,3.56253,1.12759,0.93581,764.10634,1.01626,2.53851,0.99845,1.08202,1.18684,5165.75569732,34.5656506406,57729.3960565,8.04289544236
3.65542,1.0,1.72153,1.14073,3.59923,0.75905,2.97481,1.25462,0.98765,1.61012,5.20469,1.1309,3.74846,1.15027,1.09,1.02749,1.00272,1.09811,9.3325,1.13085,0.81283,255.5116,0.99525,2.433,1.20129,2.61207,1.12189,1266.14955857,33.5823289683,9443.99796743,2.68096514745
2.26131,1.0,1.19367,0.93719,2.5746,0.86469,3.96731,1.2577,0.93712,4.256,4.74198,1.09175,4.18262,1.15255,1.09,1.03167,1.0019,0.90747,4.28008,1.06355,0.97245,819.71118,0.95022,5.64144,1.15293,5.00298,1.18017,1155.86448553,39.6112111279,5473.46606671,0.0
3.64866,1.0,1.3146,0.85063,3.00115,0.9569,4.31436,1.14308,0.98099,4.85105,5.96623,0.86999,2.6185,1.20346,1.09,1.07349,1.04423,1.18449,5.80736,1.05317,0.90149,686.97058,1.10265,2.54475,1.18674,4.86274,1.17703,6441.29914183,52.6923856062,37367.8293887,3.48525469169
3.21199,1.0,1.32623,1.19588,6.7021,0.71514,1.0941,1.17665,0.93399,6.10568,4.95782,0.94368,1.02199,0.82922,1.09,1.06482,1.00629,1.04789,3.4487,1.07229,0.99294,909.13275,1.07439,4.91701,1.22774,2.52809,1.15534,1059.43413063,41.7370148232,20070.5242122,0.268096514745
2.26189,1.0,1.27436,1.20669,3.93415,0.71987,1.27506,1.23802,0.99517,5.74962,5.33863,1.01747,4.24178,1.07423,1.09,1.07497,1.04801,1.18543,4.45918,0.92529,0.96706,11.08905,1.06136,4.98215,1.13746,5.43667,1.10512,229.469546807,13.970657576,853.626577416,6.97050938338
1.90661,1.0,1.55415,0.92946,5.41535,0.86259,4.29826,1.06298,0.98963,1.60174,5.12156,1.19098,4.31908,1.27992,1.09,1.03726,1.00159,1.18443,8.64781,1.10619,0.8647,464.49461,1.1812,2.4624,1.07816,3.22565,0.95249,2338.38134492,26.7308494373,12735.2118578,4.82573726542
4.23638,1.0,1.13832,1.09392,3.85551,0.74783,2.19695,1.167,0.92066,4.07421,5.82669,1.18864,4.26025,0.93883,1.09,1.06479,1.04181,1.03407,6.68244,1.18022,0.92763,343.01388,1.1471,1.16001,1.19242,2.05302,0.92466,1172.74198778,21.7080366133,9517.72779411,4.02144772118
