$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,<$Cost,<$Score,<$Idle
0.70183,1.00068,3.73937,0.45197,39.60621,42.65167,3.92575,4.11851,33.72075,621.673170653,9999999999.63,0.375959079284
0.84836,0.84047,3.22941,0.39251,24.96076,49.7839,3.72575,0.33088,32.06938,501.45474957,9999999999.65,0.0246913580247
0.75217,1.25745,4.03969,0.21134,10.79027,45.60063,3.8815,4.28517,41.38656,1183.91547381,9999999999.64,0.482120838471
0.84086,1.16721,5.85307,0.49587,10.24782,49.82804,2.88226,1.37297,24.94088,1082.20498707,9999999999.55,0.349206349206
0.80471,1.07166,7.63233,0.44356,45.32452,44.43849,3.02765,2.19834,33.20053,1673.16809765,9999999999.55,0.0193548387097
0.81085,1.0316,5.61293,0.28679,23.10554,42.57307,3.23113,0.94786,20.52645,924.376074679,9999999999.65,0.241935483871
0.68192,1.05292,6.2077,0.324,31.31031,44.90924,3.17917,0.11563,22.89352,1224.18486187,9999999999.61,0.228571428571
0.52337,1.19692,4.86974,0.49541,49.65961,46.74376,2.45012,3.21493,22.59428,996.117597158,9999999999.5,0.337837837838
0.85017,0.95762,5.02002,0.43514,11.74708,48.53893,3.08627,2.65432,40.18193,884.868821516,9999999999.58,0.411985018727
0.86284,0.89228,2.63268,0.23301,48.35224,46.34106,2.20563,3.25818,34.35019,384.264922251,9999999999.64,0.0975609756098
0.57592,1.08768,5.61247,0.38314,38.24317,44.00806,3.44372,4.05892,39.63226,1203.30315139,9999999999.56,0.210338680927
0.8869,1.07186,6.95165,0.31238,19.20904,42.68771,3.95422,0.612,36.3758,1282.6656959,9999999999.65,0.326405867971
0.51603,0.87283,4.82258,0.27031,33.67134,43.94783,2.58601,4.09995,34.12182,527.213149334,9999999999.6,0.401785714286
0.71298,1.22561,5.50511,0.24374,11.50544,48.22433,3.94404,4.01186,37.14268,1550.87329938,9999999999.65,0.466042154567
0.70199,1.09375,6.62638,0.20501,2.36546,41.73175,2.64315,4.72648,42.61328,1385.57963726,9999999999.53,0.0673076923077
0.67034,1.25769,3.96326,0.47391,19.39787,49.89021,2.59959,3.1056,43.0014,984.82990663,9999999999.47,0.215277777778
0.86753,0.9658,6.74707,0.24134,11.00306,49.00932,2.41835,4.83952,23.21032,971.257135289,9999999999.61,0.0803571428571
0.5142,1.04791,5.41108,0.37057,9.32724,45.28564,2.04782,2.68233,28.39214,902.142553183,9999999999.53,0.512
0.79572,0.93721,6.97572,0.28697,15.1482,44.11918,2.42328,4.47819,42.60425,787.672666045,9999999999.58,0.119266055046
0.84433,0.90132,4.82745,0.48782,41.45701,49.75201,2.5042,1.20902,20.19406,518.251652612,9999999999.45,0.654822335025
0.60605,0.90712,7.81555,0.43484,12.15103,43.49441,3.53006,3.38029,38.94447,1202.48580218,9999999999.56,0.246527777778
0.82707,1.25069,4.38255,0.20552,10.3497,48.88658,2.11913,2.71821,42.24843,949.884580883,9999999999.56,0.279569892473
0.50772,0.91901,5.26235,0.38812,47.27848,41.83737,2.13659,2.86374,41.47545,708.672497361,9999999999.51,0.0797101449275
0.6781,1.25606,4.99853,0.45559,48.43235,44.38921,3.10927,3.3648,20.0691,1317.94719649,9999999999.54,0.107769423559
0.52667,1.00714,3.30796,0.25877,49.14439,44.72677,3.69595,1.66152,28.57527,630.644552727,9999999999.44,0.578193832599
0.71676,0.92995,6.5885,0.33841,46.91405,48.93479,3.17241,3.2295,41.07155,1233.63708098,9999999999.6,0.19305856833
0.80388,1.19115,2.38469,0.35986,4.80616,45.4756,3.20704,4.73164,40.74988,589.349920636,9999999999.59,0.144578313253
0.82803,1.00733,4.69742,0.25241,13.80725,43.36192,2.70531,1.06611,35.49276,972.379842906,9999999999.5,0.464968152866
0.71741,0.92628,4.61274,0.25945,5.68509,45.33768,3.38366,2.77722,32.81473,795.608379525,9999999999.57,0.0973684210526
0.56746,1.12182,4.87257,0.4462,8.16621,43.92363,2.72667,4.45857,24.84214,708.479980423,9999999999.48,0.0
0.84077,1.22207,7.1539,0.34951,36.34858,44.54481,2.79856,1.83466,33.0001,1793.6086391,9999999999.5,0.579335793358
0.50041,1.2264,6.00696,0.20847,43.70413,41.80342,2.49659,4.10804,32.488,1215.43112937,9999999999.6,0.484536082474
0.81421,0.86704,3.56283,0.26374,48.4152,49.40543,2.05014,4.76365,24.15949,376.159500446,9999999999.61,0.402654867257
0.52798,1.17526,3.41519,0.40527,29.85697,42.9398,3.14635,0.62005,21.99914,741.01609751,9999999999.47,0.0274390243902
0.85014,0.99864,3.74171,0.27045,26.12572,46.16746,2.84562,1.59715,38.17832,522.326633159,9999999999.47,0.378238341969
0.66395,1.25553,4.1225,0.30545,27.97233,41.56038,2.90364,1.32994,30.36273,802.952738679,9999999999.5,0.45
0.63571,0.89583,5.39324,0.27114,37.82802,41.5697,2.32474,0.60048,33.83148,683.051103253,9999999999.56,0.0566037735849
0.75937,1.00642,3.31971,0.39176,2.10464,43.92324,3.05874,2.84991,35.21583,579.152481129,9999999999.64,0.014598540146
0.76875,1.05654,4.90566,0.39007,22.89966,46.44893,3.19125,2.02066,24.19853,996.194765361,9999999999.56,0.267552182163
0.77068,1.14689,3.32532,0.30813,17.23731,46.69788,3.41606,4.41413,27.08459,700.082351225,9999999999.6,0.0371352785146
0.59712,0.99314,7.58747,0.3983,4.9719,48.25405,2.70185,0.40123,20.14701,1111.52079039,9999999999.63,0.497674418605
0.58677,0.82003,5.83624,0.32329,15.63581,43.79065,3.00232,2.72283,31.32658,778.180395921,9999999999.56,0.331811263318
0.53571,1.24473,7.27276,0.22441,7.75229,46.34203,3.41984,4.51303,26.20007,1792.94979402,9999999999.53,0.0387931034483
0.56666,0.82993,3.46873,0.21792,1.95075,46.14631,3.52935,3.40686,41.75693,524.924336695,9999999999.53,0.445378151261
0.87483,0.98698,5.14659,0.36056,49.84795,49.93154,3.334,3.80428,24.12629,870.194179401,9999999999.6,0.40204865557
0.72654,0.94816,7.56127,0.43834,42.90299,46.28303,2.39562,4.23111,32.372,897.246865586,9999999999.58,0.21875
0.75876,1.23259,4.89322,0.31793,46.16604,41.77896,2.28551,3.59178,39.16641,970.997497715,9999999999.57,0.14367816092
0.79341,0.96452,7.10382,0.34879,40.9187,41.84096,3.04205,3.43245,30.77413,1190.71663136,9999999999.58,0.413524057217
0.5847,1.18259,2.25029,0.23127,16.74891,48.13272,3.26023,3.9226,26.6107,431.1322172,9999999999.56,0.442105263158
0.88247,1.10595,5.02241,0.42847,41.10256,41.49418,2.85956,1.46286,40.0328,953.931220769,9999999999.53,0.294520547945
0.82262,1.11005,7.42358,0.2883,16.10084,43.95496,2.85504,2.2041,43.14753,1567.05937366,9999999999.58,0.457142857143
0.57385,0.90397,5.49548,0.29744,14.61236,40.93902,2.90721,3.29869,43.85176,698.260486769,9999999999.55,0.12865497076
0.7588,1.03848,4.75941,0.48736,46.42468,45.55635,3.81636,4.97975,30.95166,962.565893561,9999999999.61,0.153846153846
0.68535,1.12651,2.60324,0.24527,39.64289,45.61031,3.37025,0.85293,41.37059,598.92563029,9999999999.66,0.437665782493
0.58922,0.96193,6.39625,0.39656,27.82209,48.23736,2.97999,0.59217,24.07621,749.457845337,9999999999.66,0.337777777778
0.65907,1.02482,5.77448,0.31162,42.58743,49.69001,3.56913,3.42664,43.40333,1158.36284637,9999999999.56,0.325227963526
0.81145,1.08062,4.72813,0.43108,8.80182,40.80483,3.63019,4.31122,35.12527,1124.45013426,9999999999.63,0.32972972973
0.8576,1.25738,2.75784,0.35485,9.46482,43.02238,2.14029,4.23062,30.62457,601.856883405,9999999999.64,0.488584474886
0.50476,1.10118,2.974,0.48837,6.41255,47.01921,3.36964,2.87052,29.41117,587.772143196,9999999999.5,0.175
0.87452,1.05613,2.94939,0.37849,15.73362,46.72071,2.88701,2.62176,33.25969,439.431649409,9999999999.64,0.396825396825
0.83585,1.22277,3.23046,0.23069,37.6259,43.42327,3.61669,0.20642,26.05784,708.13024064,9999999999.64,0.155393053016
0.8164,0.84642,2.87658,0.24144,41.93059,45.16132,3.3551,4.37771,24.5496,457.330095777,9999999999.63,0.324372759857
0.50502,1.09439,3.54764,0.39081,7.49231,43.60735,3.99546,0.75465,42.58048,810.690830037,9999999999.49,0.0232558139535
0.65236,1.23019,3.82984,0.28894,25.25194,48.8631,2.28166,4.81261,39.05125,903.415207408,9999999999.55,0.0566037735849
0.76907,1.22678,6.99958,0.41473,43.55607,48.96695,2.34473,1.16804,35.42234,1466.20700987,9999999999.56,0.210843373494
0.84468,0.98775,5.04514,0.23304,13.58415,47.86021,2.98236,3.64733,24.60242,665.794787184,9999999999.59,0.365853658537
0.59522,1.03642,6.20626,0.38727,9.79878,47.79273,2.80673,3.62525,30.099,984.637343302,9999999999.57,0.526086956522
0.88862,0.96352,2.33177,0.44585,36.06142,44.84599,2.24758,4.66633,29.09941,333.364517098,9999999999.64,0.340206185567
0.71767,0.8672,2.5007,0.41777,37.29926,41.80293,2.3902,4.5951,27.24802,280.090291225,9999999999.59,0.02
0.63237,1.14303,7.40842,0.36312,24.12912,46.22954,3.0861,2.00217,22.31614,1593.43616346,9999999999.55,0.333830104322
0.53677,1.16779,5.39504,0.24473,35.86343,43.56655,2.61967,1.87534,35.016,929.485277111,9999999999.47,0.2125
0.53589,1.07228,6.18045,0.39469,1.00013,48.03108,3.33687,1.33705,22.56169,1160.4026332,9999999999.45,0.611161939616
0.86615,0.86687,5.33542,0.21056,8.37115,46.12834,2.12275,2.27774,35.25413,565.87850049,9999999999.54,0.581005586592
0.87955,1.22499,4.07727,0.4143,39.69858,40.05888,3.4301,3.79469,43.59393,1145.22668976,9999999999.57,0.443228454172
0.83481,0.89987,7.20128,0.40686,18.26548,44.68526,3.907,2.70595,39.64096,1258.71071397,9999999999.58,0.301619433198
