$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,<$Effort,<$Months,<$Defects,<$Risks
5.44654,1.14915,0.81748,1.04741,3.76157,0.95819,1.96312,0.97231,0.92419,3.79238,3.34273,0.82595,1.71437,0.94618,1.09,1.09862,1.0033,0.89986,4.0232,1.17303,0.8332,248.35874,0.96591,2.28409,1.2361,2.74325,1.05041,562.845119252,25.5265473162,1554.86916006,2.14477211796
1.60034,1.42915,1.09098,0.80626,6.17401,0.9042,2.78562,1.08502,0.92336,2.09954,5.67772,1.0977,3.17177,1.12052,1.09,1.09519,1.02708,1.14524,8.77227,1.05399,0.79463,232.97096,1.08544,4.5493,1.18126,2.81008,0.92968,6671.13663021,45.6816166828,36426.3220359,2.41286863271
2.60159,1.0826,1.16301,0.87253,4.23748,0.747,5.95378,1.01373,0.90203,2.72959,3.20645,0.81339,4.44617,1.00052,1.09,1.07999,1.01035,0.89598,4.91086,0.95974,0.76152,149.28873,1.15677,5.08555,1.03238,5.3678,1.1583,3853.06535381,31.391978763,46606.9426446,12.3324396783
4.71948,1.0466,0.84257,1.00276,1.57383,0.80863,4.54921,0.94437,0.94868,1.63816,3.0429,1.09601,1.42854,1.22269,1.09,1.0129,1.01113,0.89359,9.06171,0.99686,0.92166,37.61735,0.9447,3.82656,0.96368,4.22591,0.93323,2252.18009675,39.0098594408,8990.6913735,2.68096514745
4.65293,1.14737,0.73174,0.80615,4.81296,0.95377,4.7968,1.05425,0.96285,3.94457,6.80449,1.08958,5.00389,1.01725,1.09,1.04335,1.04708,1.10739,8.34607,1.05186,0.98365,41.13099,1.07877,2.93441,1.03944,5.4206,1.00591,441.331172272,24.4200615616,626.224141015,1.07238605898
2.92553,1.17475,0.90489,0.87187,5.71475,0.99016,3.84936,0.88557,0.91492,5.9338,4.38848,0.97688,1.92263,1.06093,1.09,1.00424,1.00163,1.04603,9.71547,0.96069,0.9924,373.91438,1.04409,2.72079,1.00372,1.44479,0.87441,2370.08715906,39.7425023284,33751.9978738,0.804289544236
3.91012,1.38854,1.09402,1.05886,2.77676,0.75247,2.57346,1.07801,0.93817,4.37105,3.71753,1.08757,3.38202,1.18356,1.09,1.10226,1.04422,1.17865,4.44669,1.01753,0.88772,320.86471,1.17447,4.51019,1.1527,2.08237,1.10735,4318.19154714,47.368423749,43732.7998561,1.07238605898
2.49594,1.18292,1.04253,0.9026,2.24289,0.92133,4.29088,1.09928,0.91693,2.78662,7.73725,0.9234,2.62831,1.26611,1.09,1.08522,1.04122,0.84001,4.27108,1.09865,0.87285,272.73668,0.92097,4.53436,1.14553,4.63388,1.16796,1202.94302641,22.9714817147,10545.6437687,3.21715817694
5.80227,1.26561,0.93095,0.97111,2.89783,0.77407,4.12888,1.04146,0.94777,3.06394,5.02328,0.85274,1.26135,0.83886,1.09,1.03977,1.00252,1.17541,3.09694,1.03,0.84405,45.45294,0.97672,2.90956,1.06351,5.00971,1.23925,3342.71611248,63.0471110873,80295.9691801,1.07238605898
1.36121,1.38093,0.75246,0.88779,2.77009,0.78808,5.83581,1.01046,0.98396,3.19152,6.96067,1.0086,2.57363,0.94269,1.09,1.07372,1.02485,1.17266,8.89198,0.99753,0.9944,68.4728,0.99136,5.78402,1.00077,1.18804,1.21581,802.878127547,39.8816925465,1662.94794663,2.14477211796
1.33642,1.13211,1.03174,1.19326,6.63535,0.93962,5.7933,1.06791,0.98138,3.68414,5.64392,0.97973,2.54577,1.0454,1.09,1.08432,1.00719,1.15148,6.26786,1.17937,0.84978,261.43873,1.10056,1.81521,1.00148,4.55427,0.94906,5260.61491086,73.7754878228,81156.1806437,2.14477211796
3.33529,1.42264,1.06685,1.08718,3.49206,0.75965,4.80477,0.82579,0.95012,2.74892,1.81668,0.84443,2.06416,1.19811,1.09,1.01716,1.02339,0.86978,8.6385,1.05024,0.84333,21.62979,1.00848,3.40133,1.06644,4.30671,0.90605,2232.96466177,26.7527585992,8850.88821431,3.48525469169
1.44919,1.14326,0.91,0.9885,6.90357,0.99993,5.14806,0.85113,0.96471,3.69045,2.95426,1.04257,1.57326,0.86232,1.09,1.08437,1.04649,1.21606,9.78955,0.93551,0.82209,171.48938,1.1192,5.44998,1.09017,3.7882,1.21136,1046.51831101,21.5355465444,7584.75218305,4.28954423592
1.90102,1.23399,0.92791,1.06075,5.70039,0.91734,3.64669,1.01863,0.91187,5.96762,6.4477,0.81144,4.61615,1.16615,1.09,1.04549,1.04558,1.12298,6.05607,0.99419,0.94643,67.45817,1.191,4.54776,1.02923,3.92366,0.93153,325.854117853,17.1259496817,722.263322361,1.34048257373
5.0381,1.11666,1.12343,0.97689,5.06903,0.71239,1.72602,0.84625,0.93812,3.23904,6.57437,1.01525,3.81874,1.13122,1.09,1.08259,1.03199,1.01177,6.19225,0.92615,0.80039,140.42338,1.12734,3.02872,0.97811,1.83734,1.25647,513.921687449,17.6069779191,5081.12965551,8.57908847185
3.83421,1.25161,0.77094,0.89361,1.80106,0.86287,1.08804,1.06127,0.97379,3.64451,3.86637,0.97952,2.87262,1.15262,1.09,1.07466,1.00226,1.06109,9.16278,1.11511,0.79697,85.55404,1.09014,5.98216,0.96685,4.04724,0.91348,913.138370697,28.6219304334,23479.714694,0.268096514745
4.39277,1.01768,1.06684,0.96156,4.3166,0.75551,5.55592,0.84246,0.91096,6.1032,6.1329,0.87934,4.55895,1.15441,1.09,1.00095,1.01078,0.96138,8.61841,1.06308,0.77775,321.85441,1.1177,3.07475,0.96775,2.24383,0.91204,3792.58285009,36.7779507696,7168.16279177,4.02144772118
4.74775,1.30626,0.79113,1.05759,2.5315,0.87194,2.77935,0.87448,0.93814,2.17544,7.42239,0.86044,1.02619,1.11775,1.09,1.03074,1.01067,1.01071,6.35006,1.06443,0.87204,149.36275,1.143,2.40031,1.18649,4.0581,1.27268,6062.61323582,44.2348760283,14403.2112344,1.34048257373
1.38742,1.15679,0.86184,0.96567,6.45254,0.80152,5.89693,0.96588,0.9043,1.87013,3.56017,1.09044,2.26619,1.11413,1.09,1.01386,1.03393,1.08539,3.25961,1.03232,0.79176,290.7087,1.04864,2.36121,1.06446,4.01186,0.92723,696.601833113,35.7597461816,4467.08051331,1.07238605898
1.35439,1.42442,1.13228,0.83666,4.02419,0.816,2.30174,0.89328,0.95306,4.68945,7.19217,1.08484,3.04647,1.18011,1.09,1.04506,1.04042,0.94864,6.47681,1.05976,0.92358,257.67826,0.93756,4.7162,1.0369,2.70929,1.16755,3204.64655048,45.0660367444,105879.935043,3.21715817694
3.82135,1.01896,0.84341,1.15039,5.04531,0.92017,3.42409,0.96328,0.93708,1.8045,3.04584,0.92783,2.72741,1.14091,1.09,1.01463,1.04396,0.99057,5.14996,0.97277,0.92004,267.04985,1.19996,5.45703,1.15708,1.9514,1.13757,1556.19076466,23.8196803695,12205.7386832,7.23860589812
3.53042,1.40054,1.10589,1.1826,5.63217,0.95504,5.39608,0.8788,0.9763,3.75722,1.81969,0.93332,2.37028,1.16781,1.09,1.05099,1.04725,0.87047,5.45969,1.05632,0.83671,52.49051,1.04847,4.289,1.08756,2.14727,1.08471,868.29677055,19.3809108548,4066.51684646,3.21715817694
2.54705,1.37216,1.12649,0.81997,3.45725,0.8298,3.38405,1.09515,0.90594,2.45584,7.03424,0.95761,3.56159,0.96073,1.09,1.06107,1.04415,1.19125,6.23452,1.17063,0.82078,252.73832,0.99327,1.36501,0.99724,3.43583,1.28438,689.687028284,22.6437589238,8397.30403017,4.82573726542
4.49832,1.19989,0.76763,1.19946,1.79154,0.99375,3.94974,0.98818,0.97372,6.04394,5.79705,1.09094,3.01302,0.86884,1.09,1.06429,1.04538,1.16998,3.37424,1.06559,0.85027,249.96713,1.00618,5.95949,1.23487,2.53206,0.97582,1019.56715935,28.446849382,5731.13953913,1.34048257373
4.1789,1.0759,0.76358,0.90787,1.78874,0.86716,4.37674,0.91422,0.95977,5.83376,7.75149,0.82785,2.02311,0.94949,1.09,1.01521,1.04211,1.21706,9.64845,1.11109,0.94468,29.24187,0.91176,3.15983,1.01178,4.81308,1.10273,830.67569692,19.8264888934,4143.87885314,4.28954423592
3.04728,1.04899,0.82779,1.2184,4.23433,0.74651,5.54057,0.85326,0.94298,3.26801,1.56287,1.0115,3.55157,0.82935,1.09,1.03953,1.03635,0.98967,3.36551,1.05492,0.98425,348.64035,0.95462,2.08539,1.01255,4.63468,0.87066,75.6313996543,10.9173818159,146.347146761,0.0
1.112,1.32507,1.09159,1.21716,4.14243,0.74938,5.48257,0.83435,0.94027,4.81056,4.56292,0.81599,1.98529,0.93247,1.09,1.07349,1.01033,1.09111,8.49354,1.01431,0.94226,283.10725,1.17687,5.74543,1.11262,3.15305,1.22683,2643.54787094,40.7842944219,43254.0535284,2.41286863271
2.27026,1.24949,1.09514,1.02914,6.31612,0.7964,1.67125,0.90149,0.96599,1.90958,6.61328,0.90592,4.50711,1.2661,1.09,1.01776,1.03032,0.83817,5.21826,1.02295,0.98781,287.89488,0.94949,1.2444,1.025,3.93305,1.17926,1615.24620037,48.6182696473,7881.89612092,2.14477211796
1.11186,1.23446,0.90317,0.82415,6.91667,0.71378,2.03605,1.04567,0.9356,5.44891,5.22666,0.8856,3.4644,1.04709,1.09,1.08684,1.04968,0.90553,4.34141,1.13653,0.81224,60.77118,0.97773,2.52298,1.19999,4.78646,1.24831,547.530874168,18.4806218312,1085.62056821,4.28954423592
1.99639,1.21568,1.16306,0.87762,2.81308,0.76619,5.60009,0.86858,0.9342,1.3354,7.17363,0.92814,4.97272,1.25109,1.09,1.05419,1.0122,1.14511,5.01276,1.16804,0.83086,261.64073,0.92664,3.79856,1.04356,4.35667,1.08365,3462.79604049,37.1112440002,44213.4423046,3.75335120643
3.24643,1.34232,1.04878,1.05217,2.88007,0.87967,2.21271,0.92922,0.9483,5.35042,5.35664,1.09414,1.67284,0.94504,1.09,1.04931,1.0127,0.8767,7.31686,0.98496,0.93303,109.36476,1.0496,4.2374,1.05227,1.3581,1.27767,15896.442121,51.8758069971,63394.7732309,7.50670241287
4.78887,1.04111,1.09592,1.1239,4.64113,0.71475,2.80389,1.08978,0.91388,3.29724,5.98014,0.81077,2.50303,0.8202,1.09,1.02029,1.03571,0.95302,5.79759,1.06509,0.90312,289.89601,1.1398,3.36116,1.17567,2.48152,0.98959,4063.39588685,33.198669994,87407.6320578,6.43431635389
2.89368,1.30194,0.84564,1.14466,2.53248,0.99864,4.31073,0.99317,0.98124,1.59914,2.61718,1.03425,2.8282,0.99599,1.09,1.10301,1.00515,0.93843,4.29064,1.02948,0.84317,316.931,1.11085,2.10584,1.08856,3.46296,1.04077,1633.35690502,36.295885504,4845.45007386,0.536193029491
1.63403,1.15933,0.77414,1.20931,3.62658,0.85124,4.19119,0.87535,0.97393,1.5657,5.11501,0.97964,1.17498,1.00259,1.09,1.06725,1.00854,0.87876,4.61796,0.95902,0.83189,224.52485,1.10026,4.34245,1.12603,4.77164,0.96991,1591.67587259,28.9157068882,24155.9073774,2.14477211796
1.71989,1.06236,1.10071,1.07541,2.44393,0.77376,1.87385,0.89772,0.91871,1.35122,4.12637,0.8228,1.61914,0.8223,1.09,1.02735,1.04843,0.84347,5.24854,1.06143,0.94725,171.05794,1.13099,4.38408,1.04154,5.17054,1.07698,2651.53033305,26.9701934285,8253.64855435,2.14477211796
2.30997,1.04353,0.75265,0.90147,5.67259,0.9223,5.71505,0.851,0.98703,2.05596,3.1479,0.98013,4.84905,0.9274,1.09,1.08696,1.00779,0.81227,8.19576,0.9489,0.96858,159.57636,1.05958,2.91878,1.13703,4.12234,1.21886,1739.87115189,37.1575776801,22266.5533635,1.60857908847
2.69247,1.10795,1.06813,0.95864,4.2012,0.95106,2.41629,0.89525,0.93085,2.53786,6.84468,0.84259,2.41655,1.21214,1.09,1.05673,1.0214,1.01511,3.71124,1.14759,0.99441,279.83997,1.15319,2.02543,1.09465,5.4782,1.27028,2895.89924,29.4871439697,19065.7868162,5.36193029491
2.44979,1.13968,0.97837,1.15043,5.28827,0.80831,5.69369,0.87187,0.91941,4.10691,7.77644,0.96299,3.64582,1.18043,1.09,1.0361,1.0324,1.20125,6.79451,1.04504,0.96201,124.9054,0.92623,1.51248,1.21694,4.88273,0.90049,1091.29944558,21.9821228479,11666.7731405,5.36193029491
2.49112,1.35849,0.81624,1.09707,3.50762,0.86443,1.52405,1.06127,0.96612,5.28607,7.16733,1.1,3.31265,1.10836,1.09,1.05014,1.0278,1.11841,6.40151,1.12114,0.94549,130.26822,1.14728,2.14628,1.04844,3.0121,0.9331,990.093026621,29.3020159045,2454.29739241,1.07238605898
3.11572,1.09749,0.82787,0.82592,5.68064,0.85886,5.52311,0.85713,0.90846,3.45563,2.08299,0.896,2.082,1.28803,1.09,1.09058,1.01973,1.1849,9.64694,0.93781,0.95919,66.99656,1.02978,3.4262,0.97757,2.23983,1.25922,2594.83265694,55.4518525852,22360.9444835,0.536193029491
1.90949,1.10714,0.98749,1.09225,6.56524,0.95984,5.63507,0.99334,0.95171,2.51483,7.62518,0.96433,1.24076,1.11668,1.09,1.02198,1.00201,1.15358,4.19556,0.99289,0.80546,81.61657,0.94387,3.69386,1.12691,3.06152,0.92231,2835.4606731,58.705357891,37092.5529847,3.75335120643
1.1741,1.10768,1.03112,0.97337,6.27201,0.73282,4.00875,0.94005,0.95999,4.407,4.77486,0.95834,2.69559,0.8525,1.09,1.09122,1.01216,1.12704,6.21352,1.14787,0.94921,302.7908,1.06077,5.84005,1.20947,3.24668,0.8918,905.381823806,42.1129224857,2837.55495416,1.07238605898
2.77786,1.16647,0.80443,0.88063,3.34494,0.77916,3.57594,1.05341,0.91039,2.5641,3.47768,0.90006,1.43567,1.15795,1.09,1.01105,1.02763,1.07772,7.7829,1.01403,0.76666,390.79866,1.1896,3.45371,1.05141,1.86202,1.0288,2833.74917112,59.3442378584,26601.2175544,1.87667560322
4.0645,1.26657,1.07896,1.16723,2.31942,0.94576,4.96075,1.05128,0.96675,3.51233,3.00166,1.00492,3.92057,0.99815,1.09,1.08376,1.03984,1.13921,8.2704,1.15756,0.93561,247.5731,1.01662,4.37861,1.1698,5.4784,0.97302,2614.73830551,29.4473771149,19135.8159363,9.11528150134
5.78825,1.3574,0.89796,1.19691,3.91312,0.79054,2.8499,0.85017,0.90894,5.86777,2.04282,1.07591,5.06228,0.83819,1.09,1.03173,1.0437,1.12969,9.93424,1.10245,0.88147,105.64415,1.1712,2.32097,0.96416,1.57767,1.16207,726.366409631,38.1644231432,13236.7273052,0.268096514745
1.76914,1.1079,0.81192,0.81635,6.89567,0.91125,2.61731,0.8958,0.96451,1.59039,2.45022,0.98418,3.02085,0.95286,1.09,1.04172,1.04343,1.21598,9.59058,0.97983,0.95639,230.54353,1.13587,2.05961,1.15862,2.38499,0.89463,1006.55382656,30.500058148,7085.87111906,2.68096514745
5.19921,1.19696,1.0059,0.80856,5.75229,0.89201,2.77176,1.07903,0.99109,3.52847,6.31188,1.06722,2.1843,1.12197,1.09,1.03885,1.03179,0.92328,5.85974,0.94897,0.81172,235.80845,1.10547,4.50295,0.98021,1.62185,0.94673,3794.86878953,34.1069026681,34337.4556959,5.36193029491
3.60923,1.03934,0.82742,0.8606,3.9528,0.8108,1.73588,0.87037,0.90727,1.40109,1.60616,0.93408,2.30962,0.85738,1.09,1.05771,1.03908,1.11628,6.69294,0.9576,0.76814,364.58999,0.986,5.41015,1.12106,1.52435,1.05709,724.686103974,35.9132595057,4526.59059761,0.0
4.56185,1.24522,0.81328,0.93771,3.22831,0.82759,5.93936,0.85415,0.98314,1.3814,6.81159,1.03056,4.02871,1.23352,1.09,1.03896,1.04375,1.07844,9.35043,1.03913,0.95673,391.31949,1.14257,4.19789,1.2349,4.61307,0.97718,6372.75358142,47.2322010048,45706.9921645,3.75335120643
3.47914,1.30385,1.0367,0.88636,2.29018,0.80461,3.62769,0.85112,0.95363,4.58045,5.55006,0.89278,2.36117,1.22187,1.09,1.09332,1.04326,1.21906,7.26378,1.05994,0.97203,284.55651,1.16711,2.85127,1.0025,1.27186,1.2897,2357.06442644,26.2458241436,1847.95139232,5.36193029491
4.36313,1.20686,1.0124,0.8579,6.71225,0.75077,4.99739,0.8415,0.98173,3.15489,2.25162,0.96468,2.22282,0.98441,1.09,1.06831,1.04731,0.98208,9.32027,1.0382,0.96823,320.78015,1.17351,5.48116,1.07508,4.55551,1.0454,9386.92308292,62.3700997593,55063.686277,2.41286863271
3.02759,1.04945,0.93628,1.13288,4.41777,0.76075,3.68298,1.08106,0.97889,1.95446,6.31164,0.95029,2.21454,1.21744,1.09,1.10852,1.0272,0.99748,9.70423,0.98122,0.98186,33.2553,1.16985,1.79225,1.15128,4.80931,1.16862,1008.28281943,21.6300329852,3404.79022198,3.48525469169
3.5089,1.14596,0.91166,1.04997,3.0642,0.97231,1.85174,0.82089,0.96179,1.9444,3.59184,0.97608,1.35013,0.99312,1.09,1.07414,1.00251,0.92582,6.93118,0.96971,0.83146,142.03465,1.02269,4.06706,1.10157,4.61506,1.035,8219.15089947,57.8481874029,58637.4223257,2.14477211796
2.3159,1.31363,1.1002,1.16078,3.18284,0.93972,4.22808,0.96678,0.96624,4.01636,2.46918,0.91498,3.12639,1.17862,1.09,1.09542,1.04595,1.15738,7.96157,1.10139,0.77693,79.17631,1.08216,2.97126,1.12754,2.98907,1.15222,44.7060812108,12.0083131372,46.6317821991,0.536193029491
4.99669,1.18156,1.1682,0.87253,5.02987,0.98187,1.14273,0.82803,0.99664,4.89148,6.41032,0.88531,4.10575,1.05869,1.09,1.03697,1.0235,1.05633,6.0082,1.07433,0.91598,360.20375,1.10533,5.56719,1.0872,5.15033,1.04947,107.267587799,15.0897166521,356.03070902,1.07238605898
1.61579,1.04424,0.81822,1.04234,4.17805,0.9406,1.5699,0.89699,0.96152,2.26686,7.61047,0.86745,2.7116,1.19422,1.09,1.10269,1.00525,0.97881,8.13741,0.95876,0.7888,230.4258,1.16999,5.32118,1.14421,4.93491,1.24764,10785.1178513,50.2664399273,41391.1819392,5.8981233244
5.13922,1.24039,0.8916,0.88054,6.23889,0.72122,3.46401,0.89528,0.98664,3.5059,2.01805,0.9973,3.18908,0.9134,1.09,1.04736,1.03906,1.15073,8.4433,0.973,0.90069,67.46019,0.96631,5.57466,0.9637,1.31412,1.09062,16.006018923,12.0233464803,49.6011285921,1.34048257373
2.32412,1.1236,1.12623,1.03146,5.62351,0.80068,1.91557,1.04877,0.97976,1.73673,2.79798,1.06375,2.53707,0.81596,1.09,1.08621,1.00418,0.92615,9.6298,0.97936,0.79673,303.57653,1.04587,5.82724,1.03982,1.57504,1.28852,2739.76387053,28.5156013084,33768.8164359,8.3109919571
3.29281,1.35274,1.03258,1.06092,5.35503,0.86471,1.71981,1.02116,0.94153,3.21357,2.2754,0.95342,3.0577,0.92412,1.09,1.06046,1.04579,0.88208,8.14237,0.93117,0.82982,76.16324,1.02076,3.70046,1.07292,5.27928,0.9101,2490.04877412,52.9074812565,19901.5263546,0.0
5.99793,1.18751,0.84863,1.00858,5.98237,0.88797,5.50272,1.05455,0.97631,2.87694,3.52151,1.01913,2.67039,1.18007,1.09,1.08009,1.01573,1.08949,8.03776,0.99863,0.88535,275.78305,0.93461,3.63271,0.96997,3.01662,1.27681,2461.80565799,27.7837361588,28058.9163773,4.02144772118
1.13367,1.3065,0.75298,0.92233,6.33182,0.91248,1.3147,0.97467,0.93286,4.94431,6.12016,0.91172,4.5962,1.19055,1.09,1.01612,1.03706,1.15852,4.08105,0.91977,0.98262,32.91441,1.1416,5.68399,1.1642,3.05678,0.90292,2811.02047663,33.0809378092,19997.6739627,2.14477211796
1.62945,1.01722,0.90606,1.21684,1.65807,0.96142,1.11873,1.07181,0.94786,1.61149,2.91603,0.87043,1.34449,1.26288,1.09,1.00591,1.02249,0.8376,6.45194,0.98392,0.81894,201.55159,1.08972,3.69893,1.12382,4.01496,1.24931,2843.5951011,28.2100792742,20382.8103297,9.65147453083
5.53897,1.03671,0.98559,1.17346,4.03337,0.79655,1.41762,0.97939,0.94711,5.9853,5.60535,0.90906,4.5974,1.04756,1.09,1.04684,1.02963,0.85017,7.11413,1.18063,0.87896,321.66071,1.10187,3.70446,1.06554,3.61501,1.03243,2138.54988608,50.2924023934,20709.4561952,3.21715817694
1.596,1.03477,0.92144,0.87141,3.00663,0.82485,1.00686,1.07001,0.91906,5.20512,2.47963,1.08991,2.13832,0.91925,1.09,1.01565,1.04989,0.82025,6.12205,1.11803,0.90515,176.22743,0.92397,3.19564,0.97027,1.50084,1.16604,509.591774644,33.3779560844,2666.53831244,1.60857908847
3.67868,1.05926,0.98077,1.09448,6.45354,0.99659,3.04165,1.05125,0.94762,2.88244,6.652,1.03313,3.93981,1.11235,1.09,1.01939,1.02699,1.15465,6.31466,1.0216,0.84956,318.91632,1.06966,2.51111,0.98429,2.04665,1.0601,2269.72567818,37.0498787804,6144.9238773,1.60857908847
2.57264,1.38338,0.95038,1.13959,1.98755,0.9157,4.38611,1.002,0.95185,4.8357,3.49895,0.99746,1.8599,1.2601,1.09,1.07748,1.00269,1.18534,4.071,0.9206,0.81427,311.19945,1.12202,1.03881,1.01241,4.08956,1.08819,2258.80928497,28.0910971423,8370.53026795,4.82573726542
5.75696,1.36358,1.08775,1.06929,3.9098,0.78555,2.12266,1.04159,0.98556,5.44318,4.78019,0.98696,3.17604,1.08581,1.09,1.08349,1.00784,1.09449,7.02165,0.98968,0.84665,135.58103,1.06048,5.65155,1.23532,3.83864,1.00292,3929.22392567,60.1314240804,16368.0142382,0.536193029491
3.05784,1.04105,1.07578,0.99257,5.84331,0.99487,2.06641,0.82065,0.96661,1.65066,3.66533,0.84009,2.62323,1.2855,1.09,1.04486,1.01329,0.91713,7.55202,1.14366,0.98089,181.13146,1.02448,5.96986,1.17421,4.14668,1.12444,3764.58433469,34.4811814759,37506.0793744,5.36193029491
2.76668,1.37112,1.00603,1.19029,4.78593,0.8482,4.97753,1.06729,0.9303,3.9981,3.54065,0.83157,3.57858,1.19201,1.09,1.07437,1.02395,0.89748,7.29602,1.13849,0.94151,309.25645,0.94571,1.85816,1.21733,4.42801,1.17674,365.218645214,15.8146043442,2163.78146164,4.28954423592
4.20698,1.17486,1.03964,1.14091,3.34717,0.95712,2.75332,0.9965,0.95327,1.41818,3.95562,1.05725,4.3846,0.89982,1.09,1.06008,1.0404,0.85191,3.68228,1.02692,0.9136,195.0495,0.9896,2.60264,0.99194,3.36015,0.94337,2467.39715357,30.9859468905,150605.96068,9.91957104558
5.36936,1.04707,1.15197,0.96627,6.27579,0.93558,1.37995,0.82542,0.95356,2.53965,1.9928,0.82371,1.12722,0.85123,1.09,1.10578,1.00246,0.94471,4.85603,1.12844,0.97214,324.44566,1.18262,4.62763,1.16488,4.65776,1.0485,1301.4645213,31.4969137595,5344.45600438,0.0
1.52547,1.28598,0.78874,1.11547,4.92747,0.93942,2.89772,0.82494,0.93131,3.99935,4.99146,0.99541,2.30998,1.27658,1.09,1.05572,1.02446,0.84813,7.10328,1.05495,0.95437,182.56628,0.91876,4.34252,0.95789,4.63586,0.97312,1588.57052407,46.0794877377,7771.47943314,2.41286863271
