$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,<$Effort,<$Months,<$Defects,<$Risks
5.96459,1.15026,1.51091,1.20812,4.89699,0.86565,2.00047,1.24598,1.0994,5.56702,5.19819,1.15466,3.50523,1.03027,0.78219,1.18133,1.1646,1.09628,5.75509,1.11273,0.91866,14.61848,1.01856,2.68834,1.10436,1.67367,1.20152,8576.55570186,83.7580710163,116327.253322,3.75335120643
4.1705,1.28827,0.87737,0.89491,3.2242,1.02934,5.26678,1.08892,0.95124,3.98209,2.2779,1.00713,2.81629,1.24868,0.79857,1.27232,1.02932,1.03193,9.51838,0.99445,0.77867,337.28939,1.13948,5.11577,1.13653,4.2106,1.21212,2701.76389217,56.7898974556,23267.6155898,2.41286863271
3.74477,1.22105,1.15236,1.07832,4.77266,0.72207,3.39693,1.22553,0.95829,6.1205,5.06852,0.98791,2.05028,0.91601,1.08694,1.4507,1.1029,0.82013,6.44568,1.09127,0.80843,123.89536,1.06441,4.07821,1.13811,5.01946,1.20716,602.861592893,26.4327055694,4146.60583282,2.14477211796
1.17384,1.22319,1.10114,0.94804,4.02835,1.11098,4.52371,1.19569,0.93462,2.31248,3.35442,0.81005,2.56645,0.90672,0.87701,1.1768,1.1674,1.20085,8.49689,1.06717,0.86257,295.36263,0.84548,1.50001,0.96999,3.5859,0.97312,2792.48299825,59.4514025118,3090.01389423,1.34048257373
2.61963,1.25602,1.23488,1.10884,2.04474,0.97344,5.94911,1.24732,0.95884,4.27209,6.85351,0.85927,4.82745,1.08581,0.87213,1.27124,1.01051,1.11427,7.50839,1.04882,0.77337,204.31988,1.03634,4.04436,1.04639,1.0751,1.2491,631.316110147,34.0943713342,3741.36429558,1.07238605898
2.32865,1.38811,1.28051,0.83053,2.22306,0.80129,2.67072,1.25071,0.9873,3.48677,6.86948,0.85185,4.51029,1.2138,0.95299,1.50251,1.08757,1.22148,3.60972,0.98405,0.91063,406.90369,0.84142,1.76115,1.08166,2.03568,1.14696,1688.77677916,28.5720691615,12034.650725,3.21715817694
5.34838,1.3924,1.62102,1.02835,1.49032,0.86982,3.90925,1.23503,0.98505,2.9758,1.64959,1.21303,3.04567,1.183,0.98019,1.24219,1.03067,1.08143,5.03678,0.97143,0.91133,126.12866,0.8818,5.35541,1.13643,1.12385,1.09923,1254.34899043,27.5145017748,4958.34162351,3.75335120643
4.32265,1.2742,0.80476,1.09266,5.70057,0.89752,5.38146,0.82576,0.99691,4.84981,6.97205,1.19807,2.05933,1.0422,0.80218,1.26125,1.10838,0.82451,9.21949,1.08879,0.86777,164.33048,1.19529,4.69285,1.15843,1.58513,1.02929,1910.96621102,37.0599437947,6915.83848418,2.14477211796
5.32819,1.28918,1.13108,1.15976,4.2796,0.97438,3.88112,0.9506,1.11328,5.49623,6.24252,0.83835,4.59349,1.27222,0.86742,1.30858,1.12124,0.98859,3.39844,1.12574,0.93969,31.9343,0.86876,5.60604,1.22487,4.85654,0.92487,8729.70603863,56.891909947,75189.5161862,2.41286863271
4.68575,1.0576,1.00726,1.10435,6.35979,0.93348,2.17446,1.20828,1.10286,1.73544,6.54365,0.81687,4.05036,1.05671,0.79335,1.34606,1.116,0.83376,4.85406,0.98537,0.91925,168.23884,1.12551,1.11639,1.02151,2.98886,1.05166,4133.64083732,33.2404941802,16833.6100482,4.82573726542
4.55675,1.41497,0.84684,0.80592,4.43303,0.7702,3.35609,1.11438,1.07515,3.69023,7.39723,1.17523,4.04841,1.11072,0.97776,1.13816,1.0814,0.84446,5.11677,1.1122,0.7835,243.81999,1.19741,2.08157,1.21867,4.85686,1.15412,81.6830251545,18.9004465518,369.467339992,1.34048257373
1.37105,1.19742,0.91017,0.8773,3.30568,0.71502,4.66058,1.16853,0.93764,2.54961,2.44685,1.06908,2.94598,0.9354,0.83521,1.54278,1.09872,0.86917,9.43698,1.13518,0.77208,328.20686,1.08055,4.98389,0.96521,2.54842,1.206,2855.0382784,31.4273791283,28659.4507378,2.14477211796
1.11751,1.40856,1.09638,1.13643,1.87204,0.88716,3.92341,1.22742,0.92304,5.93573,7.773,1.01941,3.8044,1.0696,0.98429,1.23035,1.15085,0.8658,5.47314,1.04711,0.99395,309.51535,1.01534,5.45107,1.21107,2.34533,1.11391,3380.10340165,44.9097710057,50432.5737538,2.68096514745
5.40074,1.03517,1.04585,1.02278,6.27135,0.92458,1.62461,1.12255,0.92954,3.01947,7.10442,0.81515,3.55014,1.17855,1.01606,1.08846,1.0294,0.84251,3.22157,1.1219,0.82048,21.66272,0.93221,4.96625,1.01081,2.11777,1.13966,2720.90738472,27.1812271957,8330.60102159,6.43431635389
3.97762,1.28316,1.03047,0.84436,4.62637,0.88226,1.10039,1.02345,1.0821,5.52981,3.39543,1.21306,2.53307,1.14584,1.00479,1.21361,1.11507,0.89219,9.05181,1.0184,0.94964,267.93975,1.05359,3.592,1.22715,1.96059,1.20676,211.486945172,13.6730149082,1148.38275368,6.43431635389
2.73402,1.17504,1.65828,1.04066,6.85848,1.0933,3.00948,1.24465,1.00412,1.82594,5.30498,1.00922,3.45721,0.96465,0.92765,1.24778,1.00213,1.13747,8.04674,0.92454,0.94226,294.15003,1.02686,3.4733,1.13591,3.30466,1.02644,1411.16030885,27.8660291777,2516.64457923,4.55764075067
1.9543,1.24743,0.91243,1.08859,5.12994,1.01474,5.11796,0.82405,0.91311,4.38477,5.53381,0.89272,1.68168,1.04577,0.91024,1.51928,1.01642,0.88614,4.96556,1.00406,0.99499,336.21145,0.85225,1.8821,1.16845,4.17241,0.88758,8027.81971049,41.0341554556,42261.2358469,10.1876675603
1.33342,1.35271,1.52916,0.98086,3.97828,1.03356,5.09822,0.8995,0.95997,6.06845,4.08803,1.03203,2.4981,1.2577,0.84604,1.31371,1.1291,0.91952,8.53237,1.01803,0.92634,294.30713,0.84089,3.89893,1.20319,5.15223,1.0707,6721.25185034,55.1976453704,88225.1667866,2.68096514745
1.08513,1.34902,1.15398,0.89851,4.27384,1.15281,2.87879,1.20428,1.10317,2.45256,7.26768,1.10233,1.0931,1.24257,0.95064,1.57822,1.0139,0.92251,3.65869,1.01737,0.97114,202.33106,0.91336,1.71844,1.04048,2.42534,1.1374,3266.95930195,37.1608806878,12262.1588884,2.14477211796
4.17138,1.3612,1.21237,1.09289,4.74818,1.06411,2.88117,1.22602,1.11054,2.98439,4.96852,1.04949,1.35918,1.21613,0.9205,1.33051,1.10759,1.11428,4.95744,1.00577,0.86398,268.44838,0.98995,2.39942,1.19371,1.84617,0.98367,1290.2266634,32.5538303385,3381.97779387,0.268096514745
3.0669,1.1678,1.65492,0.86271,5.22775,0.92681,2.04068,0.99427,1.03106,2.51768,3.03003,0.98373,4.87459,0.88177,1.04401,1.37128,1.01167,0.86964,3.51289,0.94702,0.95145,107.48601,0.92073,3.19326,1.00504,3.72438,1.22144,2763.87462913,29.4978041579,20724.4330184,5.09383378016
3.81389,1.38868,1.58774,1.14505,6.60985,1.16076,4.818,0.83337,0.93203,1.90491,3.51636,0.85899,4.92291,0.83527,1.03391,1.02589,1.03097,0.932,5.71813,0.97882,0.92755,12.77217,0.91856,1.74392,1.01548,5.37711,0.94886,5368.09566286,65.2510258968,5796.93673631,2.41286863271
3.89155,1.02377,1.21276,1.14819,1.46597,0.78046,4.48316,0.86115,0.98253,3.47668,2.1353,0.98906,4.84001,1.14992,0.86129,1.06936,1.12798,1.18628,6.21778,1.01365,0.88619,391.87693,0.90574,1.72307,0.98093,1.71406,0.92775,4466.9183435,69.3931707061,37449.9220644,0.268096514745
2.07135,1.14791,0.96641,0.95748,4.24674,1.15071,5.68715,0.89786,1.03586,3.65229,2.13116,0.89645,2.51638,1.09728,0.85055,1.4179,1.15466,0.88568,6.54266,0.97138,0.88787,228.29196,0.94213,5.42169,1.23865,1.11771,1.10359,3369.41673835,29.2755112987,81627.5303578,6.97050938338
2.44179,1.07927,1.66587,0.93976,3.05902,1.02756,1.28131,1.25703,1.02787,3.46263,7.19214,0.97519,4.4747,1.19479,0.7957,1.52768,1.0552,0.99369,8.76719,1.16712,0.8895,230.62044,0.95163,2.04117,1.13616,2.16798,1.13735,614.248270402,21.942526684,16410.4867694,5.36193029491
3.97971,1.15755,0.89059,0.97596,2.95586,0.83107,4.50904,1.23352,1.12779,1.41317,5.95053,1.11675,1.28022,1.00475,0.87997,1.4323,1.11094,0.87605,9.43043,1.08323,0.78281,143.8375,1.13018,3.65057,0.97504,3.33253,1.04127,4791.28989542,49.1073571393,45915.9302814,3.75335120643
1.94257,1.33903,1.22421,1.16921,6.73443,0.91359,2.95363,1.19402,0.94473,4.86118,5.56769,1.2015,2.79047,0.85193,1.06851,1.60716,1.16854,1.19797,7.03899,0.91566,0.78758,394.04011,1.03852,3.33114,1.05521,1.50023,1.04474,3014.89252234,43.2189891192,34982.468658,3.75335120643
1.70092,1.12802,0.79275,1.20117,3.69746,1.06937,3.21783,1.13204,1.08769,1.69936,4.2545,1.1345,4.4938,1.11352,0.94382,1.39703,1.05229,1.17398,6.7887,1.18224,0.96125,224.01096,0.85422,1.40369,1.06161,1.25764,1.15781,25.6623482916,9.81137348431,148.376444527,2.14477211796
2.21607,1.14586,0.76761,1.19156,2.32373,0.82399,5.10226,0.91882,0.90251,5.06603,1.82304,1.08553,2.36601,1.08008,0.89084,1.46886,1.11474,1.10232,3.57782,1.03322,0.95236,146.30991,1.17351,4.71892,1.2254,3.50797,1.13561,2766.9965374,55.4232247551,43273.1394695,3.48525469169
4.82711,1.37296,0.75869,0.8681,1.7597,1.09273,3.32394,0.91249,1.09185,5.59026,1.59133,1.12724,4.35409,1.20611,1.06315,1.49875,1.11017,0.96607,3.43695,1.0905,0.90524,359.24998,0.93884,5.80971,1.01371,2.13297,1.07478,4509.70865025,44.9098973002,27811.2467334,1.07238605898
4.39725,1.41816,1.69968,0.81652,6.41468,0.94711,3.11967,1.18919,1.08862,5.99823,6.91754,0.95585,3.19235,0.85725,0.96134,1.11504,1.03803,1.21346,8.14335,1.13352,0.90489,165.38638,0.84858,5.38042,1.0325,5.28614,1.10718,310.259667478,28.1462765618,494.399547976,4.02144772118
3.51176,1.23934,1.38145,1.09076,5.25406,1.09984,4.06246,0.91867,1.00423,2.36194,2.17258,0.83143,1.37598,1.16676,0.93257,1.54125,1.06269,1.03291,4.46976,1.15733,0.7799,346.71637,1.0069,3.89699,1.23162,2.33745,1.04388,9194.42742322,51.7153686644,75197.6639173,4.55764075067
3.32136,1.32372,1.15511,1.14653,3.77113,0.91921,1.47391,0.95331,0.91319,1.61986,2.08527,1.21022,2.42113,1.1254,0.95508,1.07531,1.0758,1.125,3.20606,1.02207,0.82771,19.92582,1.15154,3.67532,1.03007,1.43427,0.95946,211.031895891,13.0791321695,989.101109796,5.09383378016
3.66767,1.36942,1.1134,0.93164,4.17725,0.84479,5.01916,1.17375,0.93498,5.58796,1.98609,0.96917,1.83357,1.08358,0.80753,1.09424,1.03515,1.02451,3.74263,0.9444,0.88108,113.40665,1.02103,1.66112,1.20914,4.94633,1.25875,1925.23361153,53.9110184216,29644.6037042,2.9490616622
2.60341,1.00045,1.40574,1.10652,5.40031,1.13806,5.50706,0.96669,1.10947,2.57033,3.7439,1.148,2.52231,1.21393,1.08867,1.44841,1.07988,1.15222,8.20167,1.05962,0.78576,151.68442,1.16463,5.59022,1.22604,2.28133,0.93066,3928.50917265,46.7464202713,27993.9354183,1.60857908847
1.77597,1.42006,0.788,0.97781,1.61114,1.0241,2.0127,1.18544,1.08753,3.19713,3.05047,1.21276,3.46029,0.94493,0.83673,1.11825,1.03756,1.03028,6.78445,0.99572,0.88215,183.70132,1.11409,2.71361,1.15718,2.48002,0.95309,797.330994806,39.2793882202,6506.03017757,0.536193029491
2.07002,1.40056,1.11873,0.93304,5.31712,0.92168,2.43421,1.03952,1.12271,4.78418,2.0695,1.15908,1.8622,1.21757,1.00076,1.09337,1.13094,1.11532,3.64597,1.14459,0.91484,373.12363,1.13277,2.58526,1.01565,3.24316,0.89846,364.463416257,21.9944184909,2954.47700137,3.75335120643
5.11318,1.36241,1.35136,1.19439,1.50319,0.87326,1.09228,0.96895,0.99158,5.1643,5.72914,1.02074,4.75059,0.99387,0.96445,1.29354,1.12865,1.14855,8.48663,0.94279,0.89716,131.49608,1.12537,2.87047,1.12257,3.48756,1.24175,860.14578844,20.5849712203,4320.3790183,8.8471849866
5.89464,1.00669,1.08277,0.89712,6.87798,0.72167,4.69873,1.01793,1.01427,4.29517,4.94852,1.04488,1.17087,0.81024,0.79178,1.46724,1.09063,0.89098,7.82629,0.95235,0.8633,402.60565,0.93927,4.11071,1.09246,2.87949,1.27979,921.125377937,39.6449620232,3571.18687438,0.0
4.08175,1.21278,1.21839,0.89407,2.97914,0.85197,5.57644,1.07698,1.09559,3.73843,2.61573,1.2043,3.5337,1.23583,0.78716,1.00897,1.09277,1.13796,4.78482,1.06347,0.88844,364.72643,0.94875,5.34965,1.10515,3.04797,1.18197,1411.55515908,33.322320854,9192.89556234,2.14477211796
3.293,1.30609,1.37243,0.85941,5.08087,1.023,1.48154,0.89895,1.08155,2.45756,4.46821,1.18012,4.01799,0.89896,0.98658,1.21137,1.09663,0.99031,6.55061,1.16741,0.83072,217.63449,0.8754,3.05342,1.14323,5.35072,0.96924,658.192146867,37.5983750855,1258.42942816,1.07238605898
4.50175,1.24791,1.71865,0.88833,6.65315,1.11214,5.23206,1.12968,1.03319,3.05852,7.61335,0.991,1.93009,1.19268,0.97424,1.4059,1.05353,1.02444,7.53499,1.16786,0.94907,256.75461,1.00829,1.62939,1.07405,1.96558,1.00448,6680.28591377,43.9111805187,24796.0863029,4.28954423592
1.47197,1.11855,1.70469,1.13681,2.0298,0.93925,3.78782,1.02779,0.93894,3.42952,7.13944,1.14654,4.22354,1.10158,0.85712,1.22144,1.03294,1.17048,3.86119,1.14665,0.98224,348.405,1.08459,2.62183,0.95946,4.4875,1.28833,5042.62236201,36.2202203121,64740.8760976,2.9490616622
1.85513,1.09811,0.89098,0.96939,1.81183,1.08196,1.14167,0.82388,1.03487,2.33709,5.57372,1.02108,4.94765,1.1696,0.82875,1.57082,1.04639,0.91805,3.50958,0.92692,0.89728,299.01298,0.87687,4.033,1.13889,5.16016,1.13874,1161.24331264,42.1362063734,4329.18764604,1.07238605898
1.37269,1.40913,1.14893,0.95518,6.50292,0.93818,1.78238,0.83372,1.13698,1.88793,7.43091,0.98765,1.8561,0.9161,0.88597,1.00524,1.11542,0.97953,4.66197,1.06498,0.82543,111.04021,1.12145,4.15666,1.15557,4.44241,1.11949,2046.01923349,36.0334696597,5055.23380333,3.48525469169
5.14591,1.12598,0.757,0.9527,1.90869,1.04594,4.471,1.20213,1.05008,4.19887,6.12548,0.99139,2.43929,1.28997,1.02745,1.13521,1.10105,1.19321,4.8488,1.03983,0.98717,74.3715,1.01353,5.02956,1.15108,1.50724,1.05183,631.314043918,18.3472315402,2689.70723792,1.07238605898
5.25817,1.08553,0.93816,1.09411,4.86171,0.9636,1.35962,0.9799,1.06481,2.37788,5.32078,0.91782,1.56695,0.88449,0.90596,1.59712,1.00608,0.9732,5.51655,0.9713,0.85377,252.35415,1.14617,1.5578,1.04003,3.62584,1.28493,3130.75736424,28.0058700743,31365.2228355,2.68096514745
1.38702,1.32866,1.08786,1.19161,6.2001,1.12296,1.17954,0.9231,1.13164,3.76182,3.07249,0.98869,4.81981,0.83356,1.04884,1.18215,1.01623,1.0953,9.67596,1.06151,0.77349,151.98496,1.08072,3.85621,1.01367,1.07871,0.87365,3540.04205662,59.0388337111,8421.92790858,1.60857908847
4.03945,1.11968,1.25191,0.98715,2.10099,0.81066,3.13568,1.14142,0.95721,1.91826,2.99293,0.84397,4.09641,0.98399,0.86611,1.07468,1.01721,0.82801,5.88268,1.02089,0.86363,240.40925,0.97785,5.6951,1.04752,2.09944,1.03074,2693.76881016,33.0597750928,24183.8156284,1.07238605898
3.93839,1.12216,0.8044,0.89819,4.6428,1.07599,3.62058,1.24281,1.04611,1.39522,5.46249,1.10804,1.84936,1.05479,0.83755,1.35211,1.00715,1.14968,7.69535,1.16307,0.90128,352.32657,1.07046,1.46537,1.11869,5.44702,0.8735,5523.74032615,62.5486956839,26036.3461342,1.87667560322
4.0314,1.03816,1.11189,1.087,2.46994,0.98362,4.69929,0.90634,1.12429,3.9641,6.67622,1.13037,5.02595,1.20724,0.79045,1.13328,1.1678,1.07258,8.05864,1.02729,0.94629,117.11272,1.09536,5.78715,1.06462,3.01262,0.96647,1974.47078107,48.881985825,20177.9925753,0.0
5.17739,1.11596,0.84245,1.02263,3.25515,1.16924,2.675,1.00882,1.02225,1.86017,2.7265,1.14479,4.84884,0.8104,0.91787,1.57357,1.08843,0.94994,5.56891,1.17197,0.79696,256.10777,1.11191,1.14023,1.14373,5.0501,1.25167,2265.21967617,38.131595429,15805.028216,3.75335120643
5.99092,1.37065,1.22235,0.95919,7.0508,0.82713,3.36433,0.93588,1.05818,5.92022,4.86519,0.8999,4.30151,1.10163,0.87523,1.42066,1.02571,0.81799,7.32034,0.91335,0.87679,252.01171,1.07388,1.09198,1.16948,5.33602,1.02313,717.282900084,37.0609118618,2551.81726713,0.268096514745
2.98215,1.07111,1.73671,1.08565,5.33554,1.00397,4.40323,0.84574,1.08448,2.27994,6.32822,0.89926,4.84565,0.9078,0.89156,1.13837,1.04739,1.1607,8.77901,1.00132,0.87768,315.514,0.9155,2.56079,0.95145,5.28118,1.09297,965.476091322,20.9755057792,12127.6361955,4.28954423592
5.61036,1.01602,1.573,1.09023,2.42765,0.84197,1.89458,1.11115,0.99256,3.45006,3.63494,0.84471,1.93838,1.05421,0.8126,1.48978,1.05533,1.1679,7.82735,1.07579,0.90023,233.47903,0.94947,4.95734,1.02897,1.76976,1.18233,1277.55772207,23.848217742,7884.09782251,3.21715817694
3.62436,1.40833,1.527,0.83943,4.8757,0.84001,5.67335,0.84839,1.10323,5.07494,3.86615,1.12229,1.53686,1.1042,1.05746,1.08471,1.16667,1.01919,8.28805,0.92843,0.91882,324.48567,0.9376,4.74536,1.04029,4.70406,1.18619,1364.36356148,27.2137768856,4239.03353237,5.63002680965
4.37341,1.10758,1.13705,1.09052,3.57244,1.18043,3.92137,0.82913,1.02132,3.6543,5.52695,1.1391,4.62848,1.04931,1.00254,1.29243,1.04603,0.82934,6.58072,1.18258,0.9151,381.13847,1.00113,5.7852,1.03963,5.36187,1.11847,795.481743512,19.4687367455,1949.72938515,2.14477211796
2.65748,1.0293,1.55425,1.07038,1.65145,0.87007,4.32414,1.19515,0.99073,2.78836,1.74531,1.11949,3.26053,1.12699,1.07572,1.05524,1.036,0.87573,6.39456,1.18193,0.86336,149.70214,0.97155,4.01029,0.97342,2.65708,0.91442,332.358255855,15.3891353529,1186.14809067,5.8981233244
3.89066,1.08778,1.5228,1.20398,4.93562,1.02845,2.61636,0.9277,1.00349,1.72242,7.37776,0.99888,4.09079,1.27942,1.0086,1.06067,1.16414,0.83568,5.19407,1.00693,0.93782,196.76625,0.86979,1.79626,0.9943,2.47011,1.21998,4410.45517234,35.8611435513,64788.4091932,9.38337801609
3.25103,1.27855,1.07549,1.0516,1.85449,0.87995,5.19476,0.89048,1.11911,1.85729,7.44732,1.21754,1.88881,0.92698,0.97519,1.50758,1.08722,0.95609,3.54445,1.01322,0.7657,259.98252,1.14708,4.64133,1.07974,5.28532,1.12728,1125.52651009,41.7655798997,7592.01928236,0.268096514745
3.1294,1.24847,1.48356,0.93199,1.53914,0.91407,4.31133,0.92762,1.13401,5.29161,6.37394,0.84486,2.71571,0.97644,0.93166,1.1652,1.06107,1.14682,7.44026,1.12607,0.82747,167.07728,1.16047,5.735,1.22556,4.25338,0.98561,1096.56912032,43.8149527458,18997.5827595,1.34048257373
1.3133,1.15694,0.92118,0.80918,2.0237,0.75635,3.29132,0.95086,0.90895,2.34851,3.59424,1.13823,3.30088,0.89258,0.94612,1.42714,1.04062,0.96738,3.69019,1.05198,0.96233,394.92624,1.06982,3.86997,0.96129,4.65082,1.17876,2646.15231448,58.4510668078,6476.3781582,1.34048257373
5.23143,1.1597,1.18108,0.92614,4.16712,1.06331,4.8332,1.2411,0.92844,5.94172,5.63586,1.18471,3.90361,1.24802,0.90253,1.28282,1.04221,1.08523,4.94916,1.04151,0.86179,86.92787,0.95139,3.71348,0.9806,4.16395,1.28356,145.937134084,14.2088420578,586.437285096,3.48525469169
4.66965,1.21881,1.4513,1.06024,1.61461,0.75943,3.2043,1.25552,1.08894,5.19622,6.43383,1.01098,1.60811,0.96665,1.00427,1.24759,1.03549,1.2275,6.18639,1.06144,0.79288,387.80356,0.92355,4.76787,1.10537,3.26723,0.96806,1804.52572311,36.2975894476,8681.96342805,2.9490616622
2.81677,1.25478,1.22714,1.02053,1.43656,0.95883,2.02119,1.09614,0.95726,3.18199,3.94279,0.9357,1.43542,1.27624,0.93451,1.3672,1.05818,1.02234,5.31857,0.93744,0.99383,73.66108,1.1418,3.91828,1.19392,1.34904,1.1945,4917.84252079,48.9080908333,27472.0890735,1.34048257373
4.64968,1.16219,1.34488,0.83639,2.65943,1.06315,5.80825,1.17464,1.0257,5.73761,3.32226,1.10409,2.96474,0.99206,0.93777,1.10843,1.14665,0.88716,4.02467,1.01354,0.89502,229.80973,1.11564,3.36189,1.12126,3.30742,0.99463,1984.09157422,31.734058458,4769.6638191,1.07238605898
4.6772,1.22514,1.49946,1.13537,2.7998,1.10152,5.71382,0.86998,1.03161,1.51464,2.08862,0.97462,2.86049,1.03445,0.79184,1.62384,1.15239,0.82383,4.13582,0.96351,0.9973,41.23428,1.09153,2.30134,1.07475,4.2711,1.09897,1601.44673321,24.6811635285,34513.7337238,5.8981233244
4.36341,1.38891,0.83176,1.1684,1.65579,1.01499,3.91975,1.17691,1.0104,5.42952,3.71225,1.02946,3.02776,1.06518,0.88746,1.41558,1.0039,0.97513,7.20856,1.05559,0.81699,301.8726,0.93698,4.21529,1.02617,1.96827,0.98619,3706.91056109,64.1894897991,11053.5847264,2.68096514745
4.68498,1.37724,1.66276,0.80996,5.35287,1.12971,1.56593,0.9366,1.03827,3.44747,3.2235,1.17974,2.14634,1.25724,1.02546,1.19144,1.04453,1.12391,4.64005,1.07395,0.99404,204.29098,1.05969,2.08359,1.20015,5.02875,1.11124,485.187040391,16.6422480215,2507.95790377,4.82573726542
1.45269,1.34143,1.0999,0.88675,3.88574,0.93705,5.33617,0.9497,1.12043,4.63408,6.19867,1.01349,1.27603,1.05647,0.9548,1.45317,1.10945,1.178,3.08308,1.097,0.88272,367.4049,0.95124,3.79848,1.00087,1.42757,1.10148,1323.61408356,27.9979654014,2550.22190699,1.87667560322
4.81174,1.41136,1.53488,0.88403,2.22328,1.01356,1.57152,1.13345,1.08334,5.39309,7.29409,0.91566,3.73283,1.18568,0.83521,1.43216,1.07471,1.02673,4.62726,1.07846,0.8708,235.85631,1.0834,5.55243,1.13335,4.46392,0.94296,786.615877763,39.6451104,2804.28641096,0.536193029491
3.35789,1.33131,0.76567,0.87323,2.0283,1.02222,2.76953,1.18997,1.13719,2.6984,4.43901,1.21326,3.74197,1.27025,1.00406,1.19362,1.0466,1.08361,5.12394,0.98122,0.95347,87.49767,1.19409,2.04534,1.08789,2.06781,1.20095,1453.6902384,46.9016173026,8975.93947201,1.07238605898
2.57005,1.29159,1.46369,0.81045,1.46601,0.86377,2.13116,1.05684,0.95326,5.06015,2.10455,0.92024,3.85344,1.26291,0.9911,1.4337,1.03149,1.04944,9.51211,1.06142,0.78381,390.04708,0.9672,3.78042,1.07803,2.95458,1.02971,2677.58251388,40.8643642731,9428.92942839,1.07238605898
4.95692,1.38237,1.40509,0.98446,1.54704,0.72689,5.14959,1.13877,1.06997,2.49493,2.14883,0.87723,3.11479,0.92509,1.03238,1.04208,1.09876,0.95523,7.11462,0.9737,0.83108,391.3085,0.90424,3.40027,0.95653,1.9724,0.95147,3612.05606072,60.8639336498,42610.3673681,1.60857908847
